,Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery,HB_Cancertypes,Date_Cancertypes,Date_HB,Pandemic_cat_Cancertypes,Pandemic_cat_HB
0,2012Q1,0,0,59,57,0,0,0.0,373220.0,0,0.0,0.0,0,0,0,0,0
1,2012Q1,0,1,3,3,0,0,0.0,373220.0,0,0.0,0.0,1,1,0,1,0
2,2012Q1,0,2,32,30,0,0,0.0,373220.0,0,0.0,0.0,2,2,0,2,0
3,2012Q1,0,3,3,3,0,0,0.0,373220.0,0,0.0,0.0,3,3,0,3,0
4,2012Q1,0,4,44,43,0,0,0.0,373220.0,0,0.0,0.0,4,4,0,4,0
5,2012Q1,0,5,10,9,0,0,0.0,373220.0,0,0.0,0.0,5,5,0,5,0
6,2012Q1,0,6,3,2,0,0,0.0,373220.0,0,0.0,0.0,6,6,0,6,0
7,2012Q1,0,7,5,4,0,0,0.0,373220.0,0,0.0,0.0,7,7,0,7,0
8,2012Q1,0,8,28,27,0,0,0.0,373220.0,0,0.0,0.0,8,8,0,8,0
9,2012Q1,0,9,13,12,0,0,0.0,373220.0,0,0.0,0.0,9,9,0,9,0
10,2012Q1,1,0,7,7,0,0,0.0,113720.0,0,0.0,0.0,10,0,1,0,1
11,2012Q1,1,1,1,1,0,0,0.0,113720.0,0,0.0,0.0,11,1,1,1,1
12,2012Q1,1,2,15,14,0,0,0.0,113720.0,0,0.0,0.0,12,2,1,2,1
13,2012Q1,1,3,2,2,0,0,0.0,113720.0,0,0.0,0.0,13,3,1,3,1
14,2012Q1,1,4,16,16,0,0,0.0,113720.0,0,0.0,0.0,14,4,1,4,1
15,2012Q1,1,5,3,3,0,0,0.0,113720.0,0,0.0,0.0,15,5,1,5,1
16,2012Q1,1,6,4,4,0,0,0.0,113720.0,0,0.0,0.0,16,6,1,6,1
17,2012Q1,1,7,2,2,0,0,0.0,113720.0,0,0.0,0.0,17,7,1,7,1
18,2012Q1,1,8,7,7,0,0,0.0,113720.0,0,0.0,0.0,18,8,1,8,1
19,2012Q1,1,9,14,14,0,0,0.0,113720.0,0,0.0,0.0,19,9,1,9,1
20,2012Q1,2,0,11,11,0,0,0.0,150840.0,0,0.0,0.0,20,0,2,0,2
21,2012Q1,2,2,20,20,0,0,0.0,150840.0,0,0.0,0.0,21,2,2,2,2
22,2012Q1,2,3,5,5,0,0,0.0,150840.0,0,0.0,0.0,22,3,2,3,2
23,2012Q1,2,4,15,15,0,0,0.0,150840.0,0,0.0,0.0,23,4,2,4,2
24,2012Q1,2,5,2,2,0,0,0.0,150840.0,0,0.0,0.0,24,5,2,5,2
25,2012Q1,2,6,4,4,0,0,0.0,150840.0,0,0.0,0.0,25,6,2,6,2
26,2012Q1,2,7,3,3,0,0,0.0,150840.0,0,0.0,0.0,26,7,2,7,2
27,2012Q1,2,8,21,21,0,0,0.0,150840.0,0,0.0,0.0,27,8,2,8,2
28,2012Q1,2,9,21,19,0,0,0.0,150840.0,0,0.0,0.0,28,9,2,9,2
29,2012Q1,3,0,27,23,0,0,0.0,299090.0,0,0.0,0.0,29,0,3,0,3
30,2012Q1,3,1,1,1,0,0,0.0,299090.0,0,0.0,0.0,30,1,3,1,3
31,2012Q1,3,2,23,21,0,0,0.0,299090.0,0,0.0,0.0,31,2,3,2,3
32,2012Q1,3,3,6,5,0,0,0.0,299090.0,0,0.0,0.0,32,3,3,3,3
33,2012Q1,3,4,43,42,0,0,0.0,299090.0,0,0.0,0.0,33,4,3,4,3
34,2012Q1,3,5,5,5,0,0,0.0,299090.0,0,0.0,0.0,34,5,3,5,3
35,2012Q1,3,6,5,5,0,0,0.0,299090.0,0,0.0,0.0,35,6,3,6,3
36,2012Q1,3,7,4,4,0,0,0.0,299090.0,0,0.0,0.0,36,7,3,7,3
37,2012Q1,3,8,20,20,0,0,0.0,299090.0,0,0.0,0.0,37,8,3,8,3
38,2012Q1,3,9,36,30,0,0,0.0,299090.0,0,0.0,0.0,38,9,3,9,3
39,2012Q1,4,0,86,86,0,0,0.0,573400.0,0,0.0,0.0,39,0,4,0,4
40,2012Q1,4,1,4,4,0,0,0.0,573400.0,0,0.0,0.0,40,1,4,1,4
41,2012Q1,4,2,44,32,0,0,0.0,573400.0,0,0.0,0.0,41,2,4,2,4
42,2012Q1,4,3,10,9,0,0,0.0,573400.0,0,0.0,0.0,42,3,4,3,4
43,2012Q1,4,4,45,42,0,0,0.0,573400.0,0,0.0,0.0,43,4,4,4,4
44,2012Q1,4,5,5,2,0,0,0.0,573400.0,0,0.0,0.0,44,5,4,5,4
45,2012Q1,4,6,9,9,0,0,0.0,573400.0,0,0.0,0.0,45,6,4,6,4
46,2012Q1,4,7,9,9,0,0,0.0,573400.0,0,0.0,0.0,46,7,4,7,4
47,2012Q1,4,8,27,25,0,0,0.0,573400.0,0,0.0,0.0,47,8,4,8,4
48,2012Q1,4,9,41,36,0,0,0.0,573400.0,0,0.0,0.0,48,9,4,9,4
49,2012Q1,5,0,37,37,0,0,0.0,319800.0,0,0.0,0.0,49,0,5,0,5
50,2012Q1,5,1,3,3,0,0,0.0,319800.0,0,0.0,0.0,50,1,5,1,5
51,2012Q1,5,2,30,27,0,0,0.0,319800.0,0,0.0,0.0,51,2,5,2,5
52,2012Q1,5,3,9,8,0,0,0.0,319800.0,0,0.0,0.0,52,3,5,3,5
53,2012Q1,5,4,29,28,0,0,0.0,319800.0,0,0.0,0.0,53,4,5,4,5
54,2012Q1,5,5,5,5,0,0,0.0,319800.0,0,0.0,0.0,54,5,5,5,5
55,2012Q1,5,6,9,9,0,0,0.0,319800.0,0,0.0,0.0,55,6,5,6,5
56,2012Q1,5,7,2,2,0,0,0.0,319800.0,0,0.0,0.0,56,7,5,7,5
57,2012Q1,5,8,20,20,0,0,0.0,319800.0,0,0.0,0.0,57,8,5,8,5
58,2012Q1,5,9,18,17,0,0,0.0,319800.0,0,0.0,0.0,58,9,5,9,5
59,2012Q1,6,0,169,169,0,0,0.0,843740.0,0,0.0,0.0,59,0,6,0,6
60,2012Q1,6,1,2,2,0,0,0.0,843740.0,0,0.0,0.0,60,1,6,1,6
61,2012Q1,6,2,97,94,0,0,0.0,843740.0,0,0.0,0.0,61,2,6,2,6
62,2012Q1,6,3,16,14,0,0,0.0,843740.0,0,0.0,0.0,62,3,6,3,6
63,2012Q1,6,4,101,95,0,0,0.0,843740.0,0,0.0,0.0,63,4,6,4,6
64,2012Q1,6,5,14,14,0,0,0.0,843740.0,0,0.0,0.0,64,5,6,5,6
65,2012Q1,6,6,23,22,0,0,0.0,843740.0,0,0.0,0.0,65,6,6,6,6
66,2012Q1,6,7,13,12,0,0,0.0,843740.0,0,0.0,0.0,66,7,6,7,6
67,2012Q1,6,8,32,32,0,0,0.0,843740.0,0,0.0,0.0,67,8,6,8,6
68,2012Q1,6,9,95,85,0,0,0.0,843740.0,0,0.0,0.0,68,9,6,9,6
69,2012Q1,7,0,1,1,0,0,0.0,21530.0,0,0.0,0.0,69,0,7,0,7
70,2012Q1,7,2,4,3,0,0,0.0,21530.0,0,0.0,0.0,70,2,7,2,7
71,2012Q1,7,8,1,0,0,0,0.0,21530.0,0,0.0,0.0,71,8,7,8,7
72,2012Q1,7,9,1,1,0,0,0.0,21530.0,0,0.0,0.0,72,9,7,9,7
73,2012Q1,8,0,1,1,0,0,0.0,23210.0,0,0.0,0.0,73,0,8,0,8
74,2012Q1,8,2,6,5,0,0,0.0,23210.0,0,0.0,0.0,74,2,8,2,8
75,2012Q1,8,4,5,5,0,0,0.0,23210.0,0,0.0,0.0,75,4,8,4,8
76,2012Q1,8,5,1,1,0,0,0.0,23210.0,0,0.0,0.0,76,5,8,5,8
77,2012Q1,8,6,1,1,0,0,0.0,23210.0,0,0.0,0.0,77,6,8,6,8
78,2012Q1,8,8,1,1,0,0,0.0,23210.0,0,0.0,0.0,78,8,8,8,8
79,2012Q1,8,9,1,1,0,0,0.0,23210.0,0,0.0,0.0,79,9,8,9,8
80,2012Q1,9,2,3,3,0,0,0.0,27560.0,0,0.0,0.0,80,2,9,2,9
81,2012Q1,9,4,6,6,0,0,0.0,27560.0,0,0.0,0.0,81,4,9,4,9
82,2012Q1,9,8,3,3,0,0,0.0,27560.0,0,0.0,0.0,82,8,9,8,9
83,2012Q1,9,9,1,1,0,0,0.0,27560.0,0,0.0,0.0,83,9,9,9,9
84,2012Q1,10,0,24,24,0,0,0.0,366210.0,0,0.0,0.0,84,0,10,0,10
85,2012Q1,10,1,3,2,0,0,0.0,366210.0,0,0.0,0.0,85,1,10,1,10
86,2012Q1,10,2,35,29,0,0,0.0,366210.0,0,0.0,0.0,86,2,10,2,10
87,2012Q1,10,3,5,5,0,0,0.0,366210.0,0,0.0,0.0,87,3,10,3,10
88,2012Q1,10,4,58,55,0,0,0.0,366210.0,0,0.0,0.0,88,4,10,4,10
89,2012Q1,10,5,7,6,0,0,0.0,366210.0,0,0.0,0.0,89,5,10,5,10
90,2012Q1,10,6,5,5,0,0,0.0,366210.0,0,0.0,0.0,90,6,10,6,10
91,2012Q1,10,7,5,3,0,0,0.0,366210.0,0,0.0,0.0,91,7,10,7,10
92,2012Q1,10,8,17,17,0,0,0.0,366210.0,0,0.0,0.0,92,8,10,8,10
93,2012Q1,10,9,32,29,0,0,0.0,366210.0,0,0.0,0.0,93,9,10,9,10
94,2012Q1,11,0,67,67,0,0,0.0,411740.0,0,0.0,0.0,94,0,11,0,11
95,2012Q1,11,1,2,2,0,0,0.0,411740.0,0,0.0,0.0,95,1,11,1,11
96,2012Q1,11,2,42,37,0,0,0.0,411740.0,0,0.0,0.0,96,2,11,2,11
97,2012Q1,11,3,8,7,0,0,0.0,411740.0,0,0.0,0.0,97,3,11,3,11
98,2012Q1,11,4,40,38,0,0,0.0,411740.0,0,0.0,0.0,98,4,11,4,11
99,2012Q1,11,5,5,5,0,0,0.0,411740.0,0,0.0,0.0,99,5,11,5,11
100,2012Q1,11,6,10,10,0,0,0.0,411740.0,0,0.0,0.0,100,6,11,6,11
101,2012Q1,11,7,4,4,0,0,0.0,411740.0,0,0.0,0.0,101,7,11,7,11
102,2012Q1,11,8,13,13,0,0,0.0,411740.0,0,0.0,0.0,102,8,11,8,11
103,2012Q1,11,9,32,30,0,0,0.0,411740.0,0,0.0,0.0,103,9,11,9,11
104,2012Q1,12,0,207,207,0,0,0.0,1137320.0,0,0.0,0.0,104,0,12,0,12
105,2012Q1,12,1,6,6,0,0,0.0,1137320.0,0,0.0,0.0,105,1,12,1,12
106,2012Q1,12,2,102,94,0,0,0.0,1137320.0,0,0.0,0.0,106,2,12,2,12
107,2012Q1,12,3,33,32,0,0,0.0,1137320.0,0,0.0,0.0,107,3,12,3,12
108,2012Q1,12,4,113,96,0,0,0.0,1137320.0,0,0.0,0.0,108,4,12,4,12
109,2012Q1,12,5,18,18,0,0,0.0,1137320.0,0,0.0,0.0,109,5,12,5,12
110,2012Q1,12,6,25,25,0,0,0.0,1137320.0,0,0.0,0.0,110,6,12,6,12
111,2012Q1,12,7,6,6,0,0,0.0,1137320.0,0,0.0,0.0,111,7,12,7,12
112,2012Q1,12,8,98,92,0,0,0.0,1137320.0,0,0.0,0.0,112,8,12,8,12
113,2012Q1,12,9,88,86,0,0,0.0,1137320.0,0,0.0,0.0,113,9,12,9,12
114,2012Q1,13,0,53,53,0,0,0.0,652220.0,0,0.0,0.0,114,0,13,0,13
115,2012Q1,13,1,8,7,0,0,0.0,652220.0,0,0.0,0.0,115,1,13,1,13
116,2012Q1,13,2,50,47,0,0,0.0,652220.0,0,0.0,0.0,116,2,13,2,13
117,2012Q1,13,3,5,5,0,0,0.0,652220.0,0,0.0,0.0,117,3,13,3,13
118,2012Q1,13,4,63,62,0,0,0.0,652220.0,0,0.0,0.0,118,4,13,4,13
119,2012Q1,13,5,4,4,0,0,0.0,652220.0,0,0.0,0.0,119,5,13,5,13
120,2012Q1,13,6,16,16,0,0,0.0,652220.0,0,0.0,0.0,120,6,13,6,13
121,2012Q1,13,7,6,6,0,0,0.0,652220.0,0,0.0,0.0,121,7,13,7,13
122,2012Q1,13,8,28,27,0,0,0.0,652220.0,0,0.0,0.0,122,8,13,8,13
123,2012Q1,13,9,43,40,0,0,0.0,652220.0,0,0.0,0.0,123,9,13,9,13
124,2012Q2,0,0,70,70,1,1,0.0,373220.0,0,0.0,0.0,0,10,14,0,0
125,2012Q2,0,1,4,4,1,1,0.0,373220.0,0,0.0,0.0,1,11,14,1,0
126,2012Q2,0,2,35,32,1,1,0.0,373220.0,0,0.0,0.0,2,12,14,2,0
127,2012Q2,0,3,5,4,1,1,0.0,373220.0,0,0.0,0.0,3,13,14,3,0
128,2012Q2,0,4,52,51,1,1,0.0,373220.0,0,0.0,0.0,4,14,14,4,0
129,2012Q2,0,5,5,5,1,1,0.0,373220.0,0,0.0,0.0,5,15,14,5,0
130,2012Q2,0,7,7,7,1,1,0.0,373220.0,0,0.0,0.0,7,16,14,7,0
131,2012Q2,0,8,30,27,1,1,0.0,373220.0,0,0.0,0.0,8,17,14,8,0
132,2012Q2,0,9,19,17,1,1,0.0,373220.0,0,0.0,0.0,9,18,14,9,0
133,2012Q2,1,0,10,10,1,1,0.0,113720.0,0,0.0,0.0,10,10,15,0,1
134,2012Q2,1,1,1,1,1,1,0.0,113720.0,0,0.0,0.0,11,11,15,1,1
135,2012Q2,1,2,12,12,1,1,0.0,113720.0,0,0.0,0.0,12,12,15,2,1
136,2012Q2,1,3,3,2,1,1,0.0,113720.0,0,0.0,0.0,13,13,15,3,1
137,2012Q2,1,4,8,8,1,1,0.0,113720.0,0,0.0,0.0,14,14,15,4,1
138,2012Q2,1,5,3,3,1,1,0.0,113720.0,0,0.0,0.0,15,15,15,5,1
139,2012Q2,1,6,6,6,1,1,0.0,113720.0,0,0.0,0.0,16,19,15,6,1
140,2012Q2,1,7,4,4,1,1,0.0,113720.0,0,0.0,0.0,17,16,15,7,1
141,2012Q2,1,8,9,9,1,1,0.0,113720.0,0,0.0,0.0,18,17,15,8,1
142,2012Q2,1,9,18,18,1,1,0.0,113720.0,0,0.0,0.0,19,18,15,9,1
143,2012Q2,2,0,11,11,1,1,0.0,150840.0,0,0.0,0.0,20,10,16,0,2
144,2012Q2,2,1,1,0,1,1,0.0,150840.0,0,0.0,0.0,124,11,16,1,2
145,2012Q2,2,2,19,19,1,1,0.0,150840.0,0,0.0,0.0,21,12,16,2,2
146,2012Q2,2,3,4,4,1,1,0.0,150840.0,0,0.0,0.0,22,13,16,3,2
147,2012Q2,2,4,26,26,1,1,0.0,150840.0,0,0.0,0.0,23,14,16,4,2
148,2012Q2,2,5,3,3,1,1,0.0,150840.0,0,0.0,0.0,24,15,16,5,2
149,2012Q2,2,6,3,3,1,1,0.0,150840.0,0,0.0,0.0,25,19,16,6,2
150,2012Q2,2,7,1,1,1,1,0.0,150840.0,0,0.0,0.0,26,16,16,7,2
151,2012Q2,2,8,6,6,1,1,0.0,150840.0,0,0.0,0.0,27,17,16,8,2
152,2012Q2,2,9,14,11,1,1,0.0,150840.0,0,0.0,0.0,28,18,16,9,2
153,2012Q2,3,0,47,44,1,1,0.0,299090.0,0,0.0,0.0,29,10,17,0,3
154,2012Q2,3,1,1,1,1,1,0.0,299090.0,0,0.0,0.0,30,11,17,1,3
155,2012Q2,3,2,38,34,1,1,0.0,299090.0,0,0.0,0.0,31,12,17,2,3
156,2012Q2,3,3,11,10,1,1,0.0,299090.0,0,0.0,0.0,32,13,17,3,3
157,2012Q2,3,4,35,34,1,1,0.0,299090.0,0,0.0,0.0,33,14,17,4,3
158,2012Q2,3,5,5,5,1,1,0.0,299090.0,0,0.0,0.0,34,15,17,5,3
159,2012Q2,3,6,6,5,1,1,0.0,299090.0,0,0.0,0.0,35,19,17,6,3
160,2012Q2,3,7,4,4,1,1,0.0,299090.0,0,0.0,0.0,36,16,17,7,3
161,2012Q2,3,8,21,19,1,1,0.0,299090.0,0,0.0,0.0,37,17,17,8,3
162,2012Q2,3,9,35,31,1,1,0.0,299090.0,0,0.0,0.0,38,18,17,9,3
163,2012Q2,4,0,80,80,1,1,0.0,573400.0,0,0.0,0.0,39,10,18,0,4
164,2012Q2,4,1,7,7,1,1,0.0,573400.0,0,0.0,0.0,40,11,18,1,4
165,2012Q2,4,2,71,62,1,1,0.0,573400.0,0,0.0,0.0,41,12,18,2,4
166,2012Q2,4,3,7,6,1,1,0.0,573400.0,0,0.0,0.0,42,13,18,3,4
167,2012Q2,4,4,54,54,1,1,0.0,573400.0,0,0.0,0.0,43,14,18,4,4
168,2012Q2,4,5,18,14,1,1,0.0,573400.0,0,0.0,0.0,44,15,18,5,4
169,2012Q2,4,6,9,9,1,1,0.0,573400.0,0,0.0,0.0,45,19,18,6,4
170,2012Q2,4,7,7,6,1,1,0.0,573400.0,0,0.0,0.0,46,16,18,7,4
171,2012Q2,4,8,30,30,1,1,0.0,573400.0,0,0.0,0.0,47,17,18,8,4
172,2012Q2,4,9,40,39,1,1,0.0,573400.0,0,0.0,0.0,48,18,18,9,4
173,2012Q2,5,0,41,41,1,1,0.0,319800.0,0,0.0,0.0,49,10,19,0,5
174,2012Q2,5,1,2,2,1,1,0.0,319800.0,0,0.0,0.0,50,11,19,1,5
175,2012Q2,5,2,28,26,1,1,0.0,319800.0,0,0.0,0.0,51,12,19,2,5
176,2012Q2,5,3,5,5,1,1,0.0,319800.0,0,0.0,0.0,52,13,19,3,5
177,2012Q2,5,4,38,37,1,1,0.0,319800.0,0,0.0,0.0,53,14,19,4,5
178,2012Q2,5,5,8,8,1,1,0.0,319800.0,0,0.0,0.0,54,15,19,5,5
179,2012Q2,5,6,3,3,1,1,0.0,319800.0,0,0.0,0.0,55,19,19,6,5
180,2012Q2,5,7,5,5,1,1,0.0,319800.0,0,0.0,0.0,56,16,19,7,5
181,2012Q2,5,8,14,14,1,1,0.0,319800.0,0,0.0,0.0,57,17,19,8,5
182,2012Q2,5,9,17,15,1,1,0.0,319800.0,0,0.0,0.0,58,18,19,9,5
183,2012Q2,6,0,166,166,1,1,0.0,843740.0,0,0.0,0.0,59,10,20,0,6
184,2012Q2,6,1,2,1,1,1,0.0,843740.0,0,0.0,0.0,60,11,20,1,6
185,2012Q2,6,2,102,88,1,1,0.0,843740.0,0,0.0,0.0,61,12,20,2,6
186,2012Q2,6,3,22,20,1,1,0.0,843740.0,0,0.0,0.0,62,13,20,3,6
187,2012Q2,6,4,88,80,1,1,0.0,843740.0,0,0.0,0.0,63,14,20,4,6
188,2012Q2,6,5,19,19,1,1,0.0,843740.0,0,0.0,0.0,64,15,20,5,6
189,2012Q2,6,6,25,25,1,1,0.0,843740.0,0,0.0,0.0,65,19,20,6,6
190,2012Q2,6,7,19,19,1,1,0.0,843740.0,0,0.0,0.0,66,16,20,7,6
191,2012Q2,6,8,56,55,1,1,0.0,843740.0,0,0.0,0.0,67,17,20,8,6
192,2012Q2,6,9,66,56,1,1,0.0,843740.0,0,0.0,0.0,68,18,20,9,6
193,2012Q2,7,0,1,1,1,1,0.0,21530.0,0,0.0,0.0,69,10,21,0,7
194,2012Q2,7,2,1,0,1,1,0.0,21530.0,0,0.0,0.0,70,12,21,2,7
195,2012Q2,7,5,2,2,1,1,0.0,21530.0,0,0.0,0.0,125,15,21,5,7
196,2012Q2,7,8,2,2,1,1,0.0,21530.0,0,0.0,0.0,71,17,21,8,7
197,2012Q2,8,0,1,1,1,1,0.0,23210.0,0,0.0,0.0,73,10,22,0,8
198,2012Q2,8,5,1,1,1,1,0.0,23210.0,0,0.0,0.0,76,15,22,5,8
199,2012Q2,8,6,1,1,1,1,0.0,23210.0,0,0.0,0.0,77,19,22,6,8
200,2012Q2,8,7,1,1,1,1,0.0,23210.0,0,0.0,0.0,126,16,22,7,8
201,2012Q2,8,9,4,4,1,1,0.0,23210.0,0,0.0,0.0,79,18,22,9,8
202,2012Q2,9,2,7,7,1,1,0.0,27560.0,0,0.0,0.0,80,12,23,2,9
203,2012Q2,9,3,1,1,1,1,0.0,27560.0,0,0.0,0.0,127,13,23,3,9
204,2012Q2,9,4,3,3,1,1,0.0,27560.0,0,0.0,0.0,81,14,23,4,9
205,2012Q2,9,7,1,1,1,1,0.0,27560.0,0,0.0,0.0,128,16,23,7,9
206,2012Q2,9,8,3,3,1,1,0.0,27560.0,0,0.0,0.0,82,17,23,8,9
207,2012Q2,9,9,3,3,1,1,0.0,27560.0,0,0.0,0.0,83,18,23,9,9
208,2012Q2,10,0,22,22,1,1,0.0,366210.0,0,0.0,0.0,84,10,24,0,10
209,2012Q2,10,1,1,1,1,1,0.0,366210.0,0,0.0,0.0,85,11,24,1,10
210,2012Q2,10,2,26,21,1,1,0.0,366210.0,0,0.0,0.0,86,12,24,2,10
211,2012Q2,10,3,8,7,1,1,0.0,366210.0,0,0.0,0.0,87,13,24,3,10
212,2012Q2,10,4,45,40,1,1,0.0,366210.0,0,0.0,0.0,88,14,24,4,10
213,2012Q2,10,5,3,3,1,1,0.0,366210.0,0,0.0,0.0,89,15,24,5,10
214,2012Q2,10,6,3,3,1,1,0.0,366210.0,0,0.0,0.0,90,19,24,6,10
215,2012Q2,10,7,4,4,1,1,0.0,366210.0,0,0.0,0.0,91,16,24,7,10
216,2012Q2,10,8,23,23,1,1,0.0,366210.0,0,0.0,0.0,92,17,24,8,10
217,2012Q2,10,9,29,26,1,1,0.0,366210.0,0,0.0,0.0,93,18,24,9,10
218,2012Q2,11,0,69,69,1,1,0.0,411740.0,0,0.0,0.0,94,10,25,0,11
219,2012Q2,11,1,2,2,1,1,0.0,411740.0,0,0.0,0.0,95,11,25,1,11
220,2012Q2,11,2,29,25,1,1,0.0,411740.0,0,0.0,0.0,96,12,25,2,11
221,2012Q2,11,3,7,7,1,1,0.0,411740.0,0,0.0,0.0,97,13,25,3,11
222,2012Q2,11,4,48,46,1,1,0.0,411740.0,0,0.0,0.0,98,14,25,4,11
223,2012Q2,11,5,1,1,1,1,0.0,411740.0,0,0.0,0.0,99,15,25,5,11
224,2012Q2,11,6,7,7,1,1,0.0,411740.0,0,0.0,0.0,100,19,25,6,11
225,2012Q2,11,7,4,4,1,1,0.0,411740.0,0,0.0,0.0,101,16,25,7,11
226,2012Q2,11,8,28,28,1,1,0.0,411740.0,0,0.0,0.0,102,17,25,8,11
227,2012Q2,11,9,29,26,1,1,0.0,411740.0,0,0.0,0.0,103,18,25,9,11
228,2012Q2,12,0,235,234,1,1,0.0,1137320.0,0,0.0,0.0,104,10,26,0,12
229,2012Q2,12,1,1,1,1,1,0.0,1137320.0,0,0.0,0.0,105,11,26,1,12
230,2012Q2,12,2,103,93,1,1,0.0,1137320.0,0,0.0,0.0,106,12,26,2,12
231,2012Q2,12,3,36,36,1,1,0.0,1137320.0,0,0.0,0.0,107,13,26,3,12
232,2012Q2,12,4,164,157,1,1,0.0,1137320.0,0,0.0,0.0,108,14,26,4,12
233,2012Q2,12,5,16,16,1,1,0.0,1137320.0,0,0.0,0.0,109,15,26,5,12
234,2012Q2,12,6,41,40,1,1,0.0,1137320.0,0,0.0,0.0,110,19,26,6,12
235,2012Q2,12,7,5,5,1,1,0.0,1137320.0,0,0.0,0.0,111,16,26,7,12
236,2012Q2,12,8,70,67,1,1,0.0,1137320.0,0,0.0,0.0,112,17,26,8,12
237,2012Q2,12,9,106,100,1,1,0.0,1137320.0,0,0.0,0.0,113,18,26,9,12
238,2012Q2,13,0,58,58,1,1,0.0,652220.0,0,0.0,0.0,114,10,27,0,13
239,2012Q2,13,1,4,4,1,1,0.0,652220.0,0,0.0,0.0,115,11,27,1,13
240,2012Q2,13,2,53,48,1,1,0.0,652220.0,0,0.0,0.0,116,12,27,2,13
241,2012Q2,13,3,14,14,1,1,0.0,652220.0,0,0.0,0.0,117,13,27,3,13
242,2012Q2,13,4,74,74,1,1,0.0,652220.0,0,0.0,0.0,118,14,27,4,13
243,2012Q2,13,5,8,8,1,1,0.0,652220.0,0,0.0,0.0,119,15,27,5,13
244,2012Q2,13,6,15,14,1,1,0.0,652220.0,0,0.0,0.0,120,19,27,6,13
245,2012Q2,13,7,4,4,1,1,0.0,652220.0,0,0.0,0.0,121,16,27,7,13
246,2012Q2,13,8,30,30,1,1,0.0,652220.0,0,0.0,0.0,122,17,27,8,13
247,2012Q2,13,9,32,30,1,1,0.0,652220.0,0,0.0,0.0,123,18,27,9,13
248,2012Q3,0,0,82,82,2,4,0.0,373220.0,0,0.0,0.0,0,20,28,0,0
249,2012Q3,0,1,5,4,2,4,0.0,373220.0,0,0.0,0.0,1,21,28,1,0
250,2012Q3,0,2,29,24,2,4,0.0,373220.0,0,0.0,0.0,2,22,28,2,0
251,2012Q3,0,3,6,5,2,4,0.0,373220.0,0,0.0,0.0,3,23,28,3,0
252,2012Q3,0,4,49,48,2,4,0.0,373220.0,0,0.0,0.0,4,24,28,4,0
253,2012Q3,0,5,5,5,2,4,0.0,373220.0,0,0.0,0.0,5,25,28,5,0
254,2012Q3,0,6,8,8,2,4,0.0,373220.0,0,0.0,0.0,6,26,28,6,0
255,2012Q3,0,7,12,12,2,4,0.0,373220.0,0,0.0,0.0,7,27,28,7,0
256,2012Q3,0,8,22,21,2,4,0.0,373220.0,0,0.0,0.0,8,28,28,8,0
257,2012Q3,0,9,21,20,2,4,0.0,373220.0,0,0.0,0.0,9,29,28,9,0
258,2012Q3,1,0,11,11,2,4,0.0,113720.0,0,0.0,0.0,10,20,29,0,1
259,2012Q3,1,1,1,1,2,4,0.0,113720.0,0,0.0,0.0,11,21,29,1,1
260,2012Q3,1,2,14,13,2,4,0.0,113720.0,0,0.0,0.0,12,22,29,2,1
261,2012Q3,1,3,4,4,2,4,0.0,113720.0,0,0.0,0.0,13,23,29,3,1
262,2012Q3,1,4,9,9,2,4,0.0,113720.0,0,0.0,0.0,14,24,29,4,1
263,2012Q3,1,5,6,6,2,4,0.0,113720.0,0,0.0,0.0,15,25,29,5,1
264,2012Q3,1,7,3,3,2,4,0.0,113720.0,0,0.0,0.0,17,27,29,7,1
265,2012Q3,1,8,7,7,2,4,0.0,113720.0,0,0.0,0.0,18,28,29,8,1
266,2012Q3,1,9,19,19,2,4,0.0,113720.0,0,0.0,0.0,19,29,29,9,1
267,2012Q3,2,0,23,23,2,4,0.0,150840.0,0,0.0,0.0,20,20,30,0,2
268,2012Q3,2,1,2,1,2,4,0.0,150840.0,0,0.0,0.0,124,21,30,1,2
269,2012Q3,2,2,23,22,2,4,0.0,150840.0,0,0.0,0.0,21,22,30,2,2
270,2012Q3,2,3,4,4,2,4,0.0,150840.0,0,0.0,0.0,22,23,30,3,2
271,2012Q3,2,4,14,13,2,4,0.0,150840.0,0,0.0,0.0,23,24,30,4,2
272,2012Q3,2,5,5,5,2,4,0.0,150840.0,0,0.0,0.0,24,25,30,5,2
273,2012Q3,2,6,7,7,2,4,0.0,150840.0,0,0.0,0.0,25,26,30,6,2
274,2012Q3,2,7,3,3,2,4,0.0,150840.0,0,0.0,0.0,26,27,30,7,2
275,2012Q3,2,8,15,15,2,4,0.0,150840.0,0,0.0,0.0,27,28,30,8,2
276,2012Q3,2,9,26,25,2,4,0.0,150840.0,0,0.0,0.0,28,29,30,9,2
277,2012Q3,3,0,34,32,2,4,0.0,299090.0,0,0.0,0.0,29,20,31,0,3
278,2012Q3,3,1,2,2,2,4,0.0,299090.0,0,0.0,0.0,30,21,31,1,3
279,2012Q3,3,2,23,19,2,4,0.0,299090.0,0,0.0,0.0,31,22,31,2,3
280,2012Q3,3,3,9,7,2,4,0.0,299090.0,0,0.0,0.0,32,23,31,3,3
281,2012Q3,3,4,46,45,2,4,0.0,299090.0,0,0.0,0.0,33,24,31,4,3
