,Quarter,HB,CancerType,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferralsTreatedWithin62Days,Date,DateSquared,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery,HB_Cancertypes,Date_Cancertypes,Date_HB,Pandemic_cat_Cancertypes,Pandemic_cat_HB
1457,2014Q4,11,9,35,34,11,121,0.0,413800.0,0,0.0,0.0,103,119,165,9,11
1458,2014Q4,12,0,250,244,11,121,0.0,1142590.0,0,0.0,0.0,104,110,166,0,12
1459,2014Q4,12,1,9,9,11,121,0.0,1142590.0,0,0.0,0.0,105,111,166,1,12
1460,2014Q4,12,2,78,75,11,121,0.0,1142590.0,0,0.0,0.0,106,112,166,2,12
1461,2014Q4,12,3,43,39,11,121,0.0,1142590.0,0,0.0,0.0,107,113,166,3,12
1462,2014Q4,12,4,117,110,11,121,0.0,1142590.0,0,0.0,0.0,108,114,166,4,12
1463,2014Q4,12,5,23,23,11,121,0.0,1142590.0,0,0.0,0.0,109,115,166,5,12
1464,2014Q4,12,6,29,29,11,121,0.0,1142590.0,0,0.0,0.0,110,116,166,6,12
1465,2014Q4,12,7,11,11,11,121,0.0,1142590.0,0,0.0,0.0,111,117,166,7,12
1466,2014Q4,12,8,68,58,11,121,0.0,1142590.0,0,0.0,0.0,112,118,166,8,12
1467,2014Q4,12,9,117,100,11,121,0.0,1142590.0,0,0.0,0.0,113,119,166,9,12
1468,2014Q4,13,0,64,62,11,121,0.0,653300.0,0,0.0,0.0,114,110,167,0,13
1469,2014Q4,13,1,7,7,11,121,0.0,653300.0,0,0.0,0.0,115,111,167,1,13
1470,2014Q4,13,2,47,43,11,121,0.0,653300.0,0,0.0,0.0,116,112,167,2,13
1471,2014Q4,13,3,3,3,11,121,0.0,653300.0,0,0.0,0.0,117,113,167,3,13
1472,2014Q4,13,4,55,55,11,121,0.0,653300.0,0,0.0,0.0,118,114,167,4,13
1473,2014Q4,13,5,5,5,11,121,0.0,653300.0,0,0.0,0.0,119,115,167,5,13
1474,2014Q4,13,6,21,20,11,121,0.0,653300.0,0,0.0,0.0,120,116,167,6,13
1475,2014Q4,13,7,6,6,11,121,0.0,653300.0,0,0.0,0.0,121,117,167,7,13
1476,2014Q4,13,8,22,21,11,121,0.0,653300.0,0,0.0,0.0,122,118,167,8,13
1477,2014Q4,13,9,40,36,11,121,0.0,653300.0,0,0.0,0.0,123,119,167,9,13
1478,2015Q1,0,0,91,89,12,144,0.0,370590.0,0,0.0,0.0,0,120,168,0,0
1479,2015Q1,0,1,7,6,12,144,0.0,370590.0,0,0.0,0.0,1,121,168,1,0
1480,2015Q1,0,2,33,32,12,144,0.0,370590.0,0,0.0,0.0,2,122,168,2,0
1481,2015Q1,0,3,7,6,12,144,0.0,370590.0,0,0.0,0.0,3,123,168,3,0
1482,2015Q1,0,4,59,55,12,144,0.0,370590.0,0,0.0,0.0,4,124,168,4,0
1483,2015Q1,0,5,8,5,12,144,0.0,370590.0,0,0.0,0.0,5,125,168,5,0
1484,2015Q1,0,6,8,8,12,144,0.0,370590.0,0,0.0,0.0,6,126,168,6,0
1485,2015Q1,0,7,8,8,12,144,0.0,370590.0,0,0.0,0.0,7,127,168,7,0
1486,2015Q1,0,8,30,28,12,144,0.0,370590.0,0,0.0,0.0,8,128,168,8,0
1487,2015Q1,0,9,35,29,12,144,0.0,370590.0,0,0.0,0.0,9,129,168,9,0
1488,2015Q1,1,0,10,10,12,144,0.0,114030.0,0,0.0,0.0,10,120,169,0,1
1489,2015Q1,1,2,19,17,12,144,0.0,114030.0,0,0.0,0.0,12,122,169,2,1
1490,2015Q1,1,3,1,1,12,144,0.0,114030.0,0,0.0,0.0,13,123,169,3,1
1491,2015Q1,1,4,8,8,12,144,0.0,114030.0,0,0.0,0.0,14,124,169,4,1
1492,2015Q1,1,5,3,3,12,144,0.0,114030.0,0,0.0,0.0,15,125,169,5,1
1493,2015Q1,1,6,2,2,12,144,0.0,114030.0,0,0.0,0.0,16,126,169,6,1
1494,2015Q1,1,7,2,2,12,144,0.0,114030.0,0,0.0,0.0,17,127,169,7,1
1495,2015Q1,1,8,10,10,12,144,0.0,114030.0,0,0.0,0.0,18,128,169,8,1
1496,2015Q1,1,9,16,14,12,144,0.0,114030.0,0,0.0,0.0,19,129,169,9,1
1497,2015Q1,2,0,13,13,12,144,0.0,149670.0,0,0.0,0.0,20,120,170,0,2
1498,2015Q1,2,2,19,19,12,144,0.0,149670.0,0,0.0,0.0,21,122,170,2,2
1499,2015Q1,2,3,4,4,12,144,0.0,149670.0,0,0.0,0.0,22,123,170,3,2
1500,2015Q1,2,4,25,25,12,144,0.0,149670.0,0,0.0,0.0,23,124,170,4,2
1501,2015Q1,2,5,4,4,12,144,0.0,149670.0,0,0.0,0.0,24,125,170,5,2
1502,2015Q1,2,6,3,3,12,144,0.0,149670.0,0,0.0,0.0,25,126,170,6,2
1503,2015Q1,2,7,2,2,12,144,0.0,149670.0,0,0.0,0.0,26,127,170,7,2
1504,2015Q1,2,8,5,5,12,144,0.0,149670.0,0,0.0,0.0,27,128,170,8,2
1505,2015Q1,2,9,12,9,12,144,0.0,149670.0,0,0.0,0.0,28,129,170,9,2
1506,2015Q1,3,0,26,26,12,144,0.0,302650.0,0,0.0,0.0,29,120,171,0,3
1507,2015Q1,3,1,5,4,12,144,0.0,302650.0,0,0.0,0.0,30,121,171,1,3
1508,2015Q1,3,2,23,20,12,144,0.0,302650.0,0,0.0,0.0,31,122,171,2,3
1509,2015Q1,3,3,9,5,12,144,0.0,302650.0,0,0.0,0.0,32,123,171,3,3
1510,2015Q1,3,4,32,32,12,144,0.0,302650.0,0,0.0,0.0,33,124,171,4,3
1511,2015Q1,3,5,8,8,12,144,0.0,302650.0,0,0.0,0.0,34,125,171,5,3
1512,2015Q1,3,6,12,9,12,144,0.0,302650.0,0,0.0,0.0,35,126,171,6,3
1513,2015Q1,3,7,4,4,12,144,0.0,302650.0,0,0.0,0.0,36,127,171,7,3
1514,2015Q1,3,8,23,22,12,144,0.0,302650.0,0,0.0,0.0,37,128,171,8,3
1515,2015Q1,3,9,40,36,12,144,0.0,302650.0,0,0.0,0.0,38,129,171,9,3
1516,2015Q1,4,0,41,41,12,144,0.0,587820.0,0,0.0,0.0,39,120,172,0,4
1517,2015Q1,4,1,2,2,12,144,0.0,587820.0,0,0.0,0.0,40,121,172,1,4
1518,2015Q1,4,2,53,38,12,144,0.0,587820.0,0,0.0,0.0,41,122,172,2,4
1519,2015Q1,4,3,11,9,12,144,0.0,587820.0,0,0.0,0.0,42,123,172,3,4
1520,2015Q1,4,4,58,52,12,144,0.0,587820.0,0,0.0,0.0,43,124,172,4,4
1521,2015Q1,4,5,20,14,12,144,0.0,587820.0,0,0.0,0.0,44,125,172,5,4
1522,2015Q1,4,6,11,10,12,144,0.0,587820.0,0,0.0,0.0,45,126,172,6,4
1523,2015Q1,4,7,5,5,12,144,0.0,587820.0,0,0.0,0.0,46,127,172,7,4
1524,2015Q1,4,8,49,46,12,144,0.0,587820.0,0,0.0,0.0,47,128,172,8,4
1525,2015Q1,4,9,68,53,12,144,0.0,587820.0,0,0.0,0.0,48,129,172,9,4
1526,2015Q1,5,0,56,56,12,144,0.0,321000.0,0,0.0,0.0,49,120,173,0,5
1527,2015Q1,5,1,1,1,12,144,0.0,321000.0,0,0.0,0.0,50,121,173,1,5
1528,2015Q1,5,2,25,22,12,144,0.0,321000.0,0,0.0,0.0,51,122,173,2,5
1529,2015Q1,5,3,6,6,12,144,0.0,321000.0,0,0.0,0.0,52,123,173,3,5
1530,2015Q1,5,4,24,24,12,144,0.0,321000.0,0,0.0,0.0,53,124,173,4,5
1531,2015Q1,5,5,2,2,12,144,0.0,321000.0,0,0.0,0.0,54,125,173,5,5
1532,2015Q1,5,6,8,8,12,144,0.0,321000.0,0,0.0,0.0,55,126,173,6,5
1533,2015Q1,5,7,7,7,12,144,0.0,321000.0,0,0.0,0.0,56,127,173,7,5
1534,2015Q1,5,8,17,17,12,144,0.0,321000.0,0,0.0,0.0,57,128,173,8,5
1535,2015Q1,5,9,28,24,12,144,0.0,321000.0,0,0.0,0.0,58,129,173,9,5
1536,2015Q1,6,0,188,188,12,144,0.0,867800.0,0,0.0,0.0,59,120,174,0,6
1537,2015Q1,6,1,16,15,12,144,0.0,867800.0,0,0.0,0.0,60,121,174,1,6
1538,2015Q1,6,2,59,50,12,144,0.0,867800.0,0,0.0,0.0,61,122,174,2,6
1539,2015Q1,6,3,15,15,12,144,0.0,867800.0,0,0.0,0.0,62,123,174,3,6
1540,2015Q1,6,4,50,48,12,144,0.0,867800.0,0,0.0,0.0,63,124,174,4,6
1541,2015Q1,6,5,14,13,12,144,0.0,867800.0,0,0.0,0.0,64,125,174,5,6
1542,2015Q1,6,6,13,13,12,144,0.0,867800.0,0,0.0,0.0,65,126,174,6,6
1543,2015Q1,6,7,5,5,12,144,0.0,867800.0,0,0.0,0.0,66,127,174,7,6
1544,2015Q1,6,8,31,30,12,144,0.0,867800.0,0,0.0,0.0,67,128,174,8,6
1545,2015Q1,6,9,66,56,12,144,0.0,867800.0,0,0.0,0.0,68,129,174,9,6
1546,2015Q1,7,0,1,1,12,144,0.0,21670.0,0,0.0,0.0,69,120,175,0,7
1547,2015Q1,7,2,2,2,12,144,0.0,21670.0,0,0.0,0.0,70,122,175,2,7
1548,2015Q1,8,0,3,3,12,144,0.0,23200.0,0,0.0,0.0,73,120,176,0,8
1549,2015Q1,8,2,1,1,12,144,0.0,23200.0,0,0.0,0.0,74,122,176,2,8
1550,2015Q1,8,3,1,1,12,144,0.0,23200.0,0,0.0,0.0,133,123,176,3,8
1551,2015Q1,8,8,3,3,12,144,0.0,23200.0,0,0.0,0.0,78,128,176,8,8
1552,2015Q1,8,9,4,3,12,144,0.0,23200.0,0,0.0,0.0,79,129,176,9,8
1553,2015Q1,9,0,1,1,12,144,0.0,27070.0,0,0.0,0.0,136,120,177,0,9
1554,2015Q1,9,2,3,3,12,144,0.0,27070.0,0,0.0,0.0,80,122,177,2,9
1555,2015Q1,9,3,1,1,12,144,0.0,27070.0,0,0.0,0.0,127,123,177,3,9
1556,2015Q1,9,4,2,2,12,144,0.0,27070.0,0,0.0,0.0,81,124,177,4,9
1557,2015Q1,9,8,3,1,12,144,0.0,27070.0,0,0.0,0.0,82,128,177,8,9
1558,2015Q1,10,0,23,22,12,144,0.0,368080.0,0,0.0,0.0,84,120,178,0,10
1559,2015Q1,10,1,2,2,12,144,0.0,368080.0,0,0.0,0.0,85,121,178,1,10
1560,2015Q1,10,2,30,30,12,144,0.0,368080.0,0,0.0,0.0,86,122,178,2,10
1561,2015Q1,10,3,3,3,12,144,0.0,368080.0,0,0.0,0.0,87,123,178,3,10
1562,2015Q1,10,4,59,49,12,144,0.0,368080.0,0,0.0,0.0,88,124,178,4,10
1563,2015Q1,10,5,6,6,12,144,0.0,368080.0,0,0.0,0.0,89,125,178,5,10
1564,2015Q1,10,6,6,6,12,144,0.0,368080.0,0,0.0,0.0,90,126,178,6,10
1565,2015Q1,10,7,4,4,12,144,0.0,368080.0,0,0.0,0.0,91,127,178,7,10
1566,2015Q1,10,8,21,19,12,144,0.0,368080.0,0,0.0,0.0,92,128,178,8,10
1567,2015Q1,10,9,37,29,12,144,0.0,368080.0,0,0.0,0.0,93,129,178,9,10
1568,2015Q1,11,0,51,51,12,144,0.0,415040.0,0,0.0,0.0,94,120,179,0,11
1569,2015Q1,11,1,3,3,12,144,0.0,415040.0,0,0.0,0.0,95,121,179,1,11
1570,2015Q1,11,2,37,27,12,144,0.0,415040.0,0,0.0,0.0,96,122,179,2,11
1571,2015Q1,11,3,3,3,12,144,0.0,415040.0,0,0.0,0.0,97,123,179,3,11
1572,2015Q1,11,4,38,37,12,144,0.0,415040.0,0,0.0,0.0,98,124,179,4,11
1573,2015Q1,11,6,14,12,12,144,0.0,415040.0,0,0.0,0.0,100,126,179,6,11
1574,2015Q1,11,7,3,3,12,144,0.0,415040.0,0,0.0,0.0,101,127,179,7,11
1575,2015Q1,11,8,27,27,12,144,0.0,415040.0,0,0.0,0.0,102,128,179,8,11
1576,2015Q1,11,9,17,14,12,144,0.0,415040.0,0,0.0,0.0,103,129,179,9,11
1577,2015Q1,12,0,252,249,12,144,0.0,1149890.0,0,0.0,0.0,104,120,180,0,12
1578,2015Q1,12,1,6,5,12,144,0.0,1149890.0,0,0.0,0.0,105,121,180,1,12
1579,2015Q1,12,2,85,78,12,144,0.0,1149890.0,0,0.0,0.0,106,122,180,2,12
1580,2015Q1,12,3,39,36,12,144,0.0,1149890.0,0,0.0,0.0,107,123,180,3,12
1581,2015Q1,12,4,155,138,12,144,0.0,1149890.0,0,0.0,0.0,108,124,180,4,12
1582,2015Q1,12,5,33,32,12,144,0.0,1149890.0,0,0.0,0.0,109,125,180,5,12
1583,2015Q1,12,6,25,25,12,144,0.0,1149890.0,0,0.0,0.0,110,126,180,6,12
1584,2015Q1,12,7,9,9,12,144,0.0,1149890.0,0,0.0,0.0,111,127,180,7,12
1585,2015Q1,12,8,70,58,12,144,0.0,1149890.0,0,0.0,0.0,112,128,180,8,12
1586,2015Q1,12,9,119,92,12,144,0.0,1149890.0,0,0.0,0.0,113,129,180,9,12
1587,2015Q1,13,0,52,51,12,144,0.0,654490.0,0,0.0,0.0,114,120,181,0,13
1588,2015Q1,13,1,4,4,12,144,0.0,654490.0,0,0.0,0.0,115,121,181,1,13
1589,2015Q1,13,2,47,43,12,144,0.0,654490.0,0,0.0,0.0,116,122,181,2,13
1590,2015Q1,13,3,10,10,12,144,0.0,654490.0,0,0.0,0.0,117,123,181,3,13
1591,2015Q1,13,4,56,55,12,144,0.0,654490.0,0,0.0,0.0,118,124,181,4,13
1592,2015Q1,13,5,12,12,12,144,0.0,654490.0,0,0.0,0.0,119,125,181,5,13
1593,2015Q1,13,6,11,11,12,144,0.0,654490.0,0,0.0,0.0,120,126,181,6,13
1594,2015Q1,13,7,9,6,12,144,0.0,654490.0,0,0.0,0.0,121,127,181,7,13
1595,2015Q1,13,8,18,18,12,144,0.0,654490.0,0,0.0,0.0,122,128,181,8,13
1596,2015Q1,13,9,34,31,12,144,0.0,654490.0,0,0.0,0.0,123,129,181,9,13
1597,2015Q2,0,0,84,81,13,169,0.0,370590.0,0,0.0,0.0,0,130,182,0,0
1598,2015Q2,0,1,5,4,13,169,0.0,370590.0,0,0.0,0.0,1,131,182,1,0
1599,2015Q2,0,2,35,32,13,169,0.0,370590.0,0,0.0,0.0,2,132,182,2,0
1600,2015Q2,0,3,18,18,13,169,0.0,370590.0,0,0.0,0.0,3,133,182,3,0
1601,2015Q2,0,4,52,52,13,169,0.0,370590.0,0,0.0,0.0,4,134,182,4,0
1602,2015Q2,0,5,5,5,13,169,0.0,370590.0,0,0.0,0.0,5,135,182,5,0
1603,2015Q2,0,6,10,10,13,169,0.0,370590.0,0,0.0,0.0,6,136,182,6,0
1604,2015Q2,0,7,9,8,13,169,0.0,370590.0,0,0.0,0.0,7,137,182,7,0
1605,2015Q2,0,8,22,21,13,169,0.0,370590.0,0,0.0,0.0,8,138,182,8,0
1606,2015Q2,0,9,50,50,13,169,0.0,370590.0,0,0.0,0.0,9,139,182,9,0
1607,2015Q2,1,0,2,2,13,169,0.0,114030.0,0,0.0,0.0,10,130,183,0,1
1608,2015Q2,1,2,11,11,13,169,0.0,114030.0,0,0.0,0.0,12,132,183,2,1
1609,2015Q2,1,3,3,3,13,169,0.0,114030.0,0,0.0,0.0,13,133,183,3,1
1610,2015Q2,1,4,11,11,13,169,0.0,114030.0,0,0.0,0.0,14,134,183,4,1
1611,2015Q2,1,5,5,5,13,169,0.0,114030.0,0,0.0,0.0,15,135,183,5,1
1612,2015Q2,1,6,7,7,13,169,0.0,114030.0,0,0.0,0.0,16,136,183,6,1
1613,2015Q2,1,7,6,6,13,169,0.0,114030.0,0,0.0,0.0,17,137,183,7,1
1614,2015Q2,1,8,13,13,13,169,0.0,114030.0,0,0.0,0.0,18,138,183,8,1
1615,2015Q2,1,9,13,12,13,169,0.0,114030.0,0,0.0,0.0,19,139,183,9,1
1616,2015Q2,2,0,9,9,13,169,0.0,149670.0,0,0.0,0.0,20,130,184,0,2
1617,2015Q2,2,1,1,1,13,169,0.0,149670.0,0,0.0,0.0,124,131,184,1,2
1618,2015Q2,2,2,16,16,13,169,0.0,149670.0,0,0.0,0.0,21,132,184,2,2
1619,2015Q2,2,3,2,2,13,169,0.0,149670.0,0,0.0,0.0,22,133,184,3,2
1620,2015Q2,2,4,12,12,13,169,0.0,149670.0,0,0.0,0.0,23,134,184,4,2
1621,2015Q2,2,5,4,4,13,169,0.0,149670.0,0,0.0,0.0,24,135,184,5,2
1622,2015Q2,2,6,4,4,13,169,0.0,149670.0,0,0.0,0.0,25,136,184,6,2
1623,2015Q2,2,7,2,2,13,169,0.0,149670.0,0,0.0,0.0,26,137,184,7,2
1624,2015Q2,2,8,9,9,13,169,0.0,149670.0,0,0.0,0.0,27,138,184,8,2
1625,2015Q2,2,9,6,4,13,169,0.0,149670.0,0,0.0,0.0,28,139,184,9,2
1626,2015Q2,3,0,37,37,13,169,0.0,302650.0,0,0.0,0.0,29,130,185,0,3
1627,2015Q2,3,1,2,2,13,169,0.0,302650.0,0,0.0,0.0,30,131,185,1,3
1628,2015Q2,3,2,35,33,13,169,0.0,302650.0,0,0.0,0.0,31,132,185,2,3
1629,2015Q2,3,3,8,7,13,169,0.0,302650.0,0,0.0,0.0,32,133,185,3,3
1630,2015Q2,3,4,40,40,13,169,0.0,302650.0,0,0.0,0.0,33,134,185,4,3
1631,2015Q2,3,5,8,8,13,169,0.0,302650.0,0,0.0,0.0,34,135,185,5,3
1632,2015Q2,3,6,14,13,13,169,0.0,302650.0,0,0.0,0.0,35,136,185,6,3
1633,2015Q2,3,7,5,5,13,169,0.0,302650.0,0,0.0,0.0,36,137,185,7,3
1634,2015Q2,3,8,19,17,13,169,0.0,302650.0,0,0.0,0.0,37,138,185,8,3
1635,2015Q2,3,9,40,36,13,169,0.0,302650.0,0,0.0,0.0,38,139,185,9,3
1636,2015Q2,4,0,86,81,13,169,0.0,587820.0,0,0.0,0.0,39,130,186,0,4
1637,2015Q2,4,1,7,2,13,169,0.0,587820.0,0,0.0,0.0,40,131,186,1,4
1638,2015Q2,4,2,50,28,13,169,0.0,587820.0,0,0.0,0.0,41,132,186,2,4
1639,2015Q2,4,3,10,6,13,169,0.0,587820.0,0,0.0,0.0,42,133,186,3,4
1640,2015Q2,4,4,61,56,13,169,0.0,587820.0,0,0.0,0.0,43,134,186,4,4
1641,2015Q2,4,5,20,19,13,169,0.0,587820.0,0,0.0,0.0,44,135,186,5,4
1642,2015Q2,4,6,12,10,13,169,0.0,587820.0,0,0.0,0.0,45,136,186,6,4
1643,2015Q2,4,7,5,4,13,169,0.0,587820.0,0,0.0,0.0,46,137,186,7,4
1644,2015Q2,4,8,41,40,13,169,0.0,587820.0,0,0.0,0.0,47,138,186,8,4
1645,2015Q2,4,9,50,42,13,169,0.0,587820.0,0,0.0,0.0,48,139,186,9,4
1646,2015Q2,5,0,51,51,13,169,0.0,321000.0,0,0.0,0.0,49,130,187,0,5
1647,2015Q2,5,1,2,2,13,169,0.0,321000.0,0,0.0,0.0,50,131,187,1,5
1648,2015Q2,5,2,40,35,13,169,0.0,321000.0,0,0.0,0.0,51,132,187,2,5
1649,2015Q2,5,3,5,4,13,169,0.0,321000.0,0,0.0,0.0,52,133,187,3,5
1650,2015Q2,5,4,25,24,13,169,0.0,321000.0,0,0.0,0.0,53,134,187,4,5
1651,2015Q2,5,5,6,6,13,169,0.0,321000.0,0,0.0,0.0,54,135,187,5,5
1652,2015Q2,5,6,5,4,13,169,0.0,321000.0,0,0.0,0.0,55,136,187,6,5
1653,2015Q2,5,7,7,7,13,169,0.0,321000.0,0,0.0,0.0,56,137,187,7,5
1654,2015Q2,5,8,29,27,13,169,0.0,321000.0,0,0.0,0.0,57,138,187,8,5
1655,2015Q2,5,9,21,8,13,169,0.0,321000.0,0,0.0,0.0,58,139,187,9,5
1656,2015Q2,6,0,198,197,13,169,0.0,867800.0,0,0.0,0.0,59,130,188,0,6
1657,2015Q2,6,1,7,7,13,169,0.0,867800.0,0,0.0,0.0,60,131,188,1,6
1658,2015Q2,6,2,59,52,13,169,0.0,867800.0,0,0.0,0.0,61,132,188,2,6
1659,2015Q2,6,3,14,12,13,169,0.0,867800.0,0,0.0,0.0,62,133,188,3,6
1660,2015Q2,6,4,50,48,13,169,0.0,867800.0,0,0.0,0.0,63,134,188,4,6
1661,2015Q2,6,5,20,18,13,169,0.0,867800.0,0,0.0,0.0,64,135,188,5,6
1662,2015Q2,6,6,19,18,13,169,0.0,867800.0,0,0.0,0.0,65,136,188,6,6
1663,2015Q2,6,7,8,8,13,169,0.0,867800.0,0,0.0,0.0,66,137,188,7,6
1664,2015Q2,6,8,31,28,13,169,0.0,867800.0,0,0.0,0.0,67,138,188,8,6
1665,2015Q2,6,9,82,70,13,169,0.0,867800.0,0,0.0,0.0,68,139,188,9,6
1666,2015Q2,7,0,1,1,13,169,0.0,21670.0,0,0.0,0.0,69,130,189,0,7
1667,2015Q2,7,2,2,2,13,169,0.0,21670.0,0,0.0,0.0,70,132,189,2,7
1668,2015Q2,7,5,1,1,13,169,0.0,21670.0,0,0.0,0.0,125,135,189,5,7
1669,2015Q2,7,8,1,1,13,169,0.0,21670.0,0,0.0,0.0,71,138,189,8,7
1670,2015Q2,8,0,4,4,13,169,0.0,23200.0,0,0.0,0.0,73,130,190,0,8
1671,2015Q2,8,6,1,1,13,169,0.0,23200.0,0,0.0,0.0,77,136,190,6,8
1672,2015Q2,8,7,1,1,13,169,0.0,23200.0,0,0.0,0.0,126,137,190,7,8
1673,2015Q2,8,8,2,2,13,169,0.0,23200.0,0,0.0,0.0,78,138,190,8,8
1674,2015Q2,9,2,1,1,13,169,0.0,27070.0,0,0.0,0.0,80,132,191,2,9
1675,2015Q2,9,3,2,2,13,169,0.0,27070.0,0,0.0,0.0,127,133,191,3,9
1676,2015Q2,9,4,7,7,13,169,0.0,27070.0,0,0.0,0.0,81,134,191,4,9
1677,2015Q2,9,6,2,2,13,169,0.0,27070.0,0,0.0,0.0,135,136,191,6,9
1678,2015Q2,9,7,1,1,13,169,0.0,27070.0,0,0.0,0.0,128,137,191,7,9
1679,2015Q2,9,8,3,3,13,169,0.0,27070.0,0,0.0,0.0,82,138,191,8,9
1680,2015Q2,9,9,1,1,13,169,0.0,27070.0,0,0.0,0.0,83,139,191,9,9
1681,2015Q2,10,0,24,24,13,169,0.0,368080.0,0,0.0,0.0,84,130,192,0,10
1682,2015Q2,10,1,1,1,13,169,0.0,368080.0,0,0.0,0.0,85,131,192,1,10
1683,2015Q2,10,2,28,27,13,169,0.0,368080.0,0,0.0,0.0,86,132,192,2,10
1684,2015Q2,10,3,8,7,13,169,0.0,368080.0,0,0.0,0.0,87,133,192,3,10
1685,2015Q2,10,4,45,40,13,169,0.0,368080.0,0,0.0,0.0,88,134,192,4,10
1686,2015Q2,10,5,7,7,13,169,0.0,368080.0,0,0.0,0.0,89,135,192,5,10
1687,2015Q2,10,6,2,1,13,169,0.0,368080.0,0,0.0,0.0,90,136,192,6,10
1688,2015Q2,10,7,5,5,13,169,0.0,368080.0,0,0.0,0.0,91,137,192,7,10
1689,2015Q2,10,8,16,15,13,169,0.0,368080.0,0,0.0,0.0,92,138,192,8,10
1690,2015Q2,10,9,34,29,13,169,0.0,368080.0,0,0.0,0.0,93,139,192,9,10
1691,2015Q2,11,0,66,66,13,169,0.0,415040.0,0,0.0,0.0,94,130,193,0,11
1692,2015Q2,11,1,4,4,13,169,0.0,415040.0,0,0.0,0.0,95,131,193,1,11
1693,2015Q2,11,2,25,22,13,169,0.0,415040.0,0,0.0,0.0,96,132,193,2,11
1694,2015Q2,11,3,7,5,13,169,0.0,415040.0,0,0.0,0.0,97,133,193,3,11
1695,2015Q2,11,4,47,45,13,169,0.0,415040.0,0,0.0,0.0,98,134,193,4,11
1696,2015Q2,11,5,1,1,13,169,0.0,415040.0,0,0.0,0.0,99,135,193,5,11
1697,2015Q2,11,6,24,21,13,169,0.0,415040.0,0,0.0,0.0,100,136,193,6,11
1698,2015Q2,11,7,2,1,13,169,0.0,415040.0,0,0.0,0.0,101,137,193,7,11
1699,2015Q2,11,8,27,27,13,169,0.0,415040.0,0,0.0,0.0,102,138,193,8,11
1700,2015Q2,11,9,31,26,13,169,0.0,415040.0,0,0.0,0.0,103,139,193,9,11
1701,2015Q2,12,0,205,194,13,169,0.0,1149890.0,0,0.0,0.0,104,130,194,0,12
1702,2015Q2,12,1,7,7,13,169,0.0,1149890.0,0,0.0,0.0,105,131,194,1,12
1703,2015Q2,12,2,108,98,13,169,0.0,1149890.0,0,0.0,0.0,106,132,194,2,12
1704,2015Q2,12,3,45,37,13,169,0.0,1149890.0,0,0.0,0.0,107,133,194,3,12
1705,2015Q2,12,4,167,153,13,169,0.0,1149890.0,0,0.0,0.0,108,134,194,4,12
1706,2015Q2,12,5,20,19,13,169,0.0,1149890.0,0,0.0,0.0,109,135,194,5,12
1707,2015Q2,12,6,37,37,13,169,0.0,1149890.0,0,0.0,0.0,110,136,194,6,12
1708,2015Q2,12,7,9,9,13,169,0.0,1149890.0,0,0.0,0.0,111,137,194,7,12
1709,2015Q2,12,8,74,63,13,169,0.0,1149890.0,0,0.0,0.0,112,138,194,8,12
1710,2015Q2,12,9,94,71,13,169,0.0,1149890.0,0,0.0,0.0,113,139,194,9,12
1711,2015Q2,13,0,47,47,13,169,0.0,654490.0,0,0.0,0.0,114,130,195,0,13
1712,2015Q2,13,1,4,4,13,169,0.0,654490.0,0,0.0,0.0,115,131,195,1,13
1713,2015Q2,13,2,49,43,13,169,0.0,654490.0,0,0.0,0.0,116,132,195,2,13
1714,2015Q2,13,3,13,13,13,169,0.0,654490.0,0,0.0,0.0,117,133,195,3,13
1715,2015Q2,13,4,60,59,13,169,0.0,654490.0,0,0.0,0.0,118,134,195,4,13
1716,2015Q2,13,5,10,10,13,169,0.0,654490.0,0,0.0,0.0,119,135,195,5,13
1717,2015Q2,13,6,15,15,13,169,0.0,654490.0,0,0.0,0.0,120,136,195,6,13
1718,2015Q2,13,7,10,10,13,169,0.0,654490.0,0,0.0,0.0,121,137,195,7,13
1719,2015Q2,13,8,26,26,13,169,0.0,654490.0,0,0.0,0.0,122,138,195,8,13
1720,2015Q2,13,9,33,30,13,169,0.0,654490.0,0,0.0,0.0,123,139,195,9,13
1721,2015Q3,0,0,62,61,14,196,0.0,370590.0,0,0.0,0.0,0,140,196,0,0
1722,2015Q3,0,1,2,1,14,196,0.0,370590.0,0,0.0,0.0,1,141,196,1,0
1723,2015Q3,0,2,33,29,14,196,0.0,370590.0,0,0.0,0.0,2,142,196,2,0
1724,2015Q3,0,3,10,8,14,196,0.0,370590.0,0,0.0,0.0,3,143,196,3,0
1725,2015Q3,0,4,57,49,14,196,0.0,370590.0,0,0.0,0.0,4,144,196,4,0
1726,2015Q3,0,5,8,7,14,196,0.0,370590.0,0,0.0,0.0,5,145,196,5,0
1727,2015Q3,0,6,13,13,14,196,0.0,370590.0,0,0.0,0.0,6,146,196,6,0
1728,2015Q3,0,7,11,10,14,196,0.0,370590.0,0,0.0,0.0,7,147,196,7,0
1729,2015Q3,0,8,41,36,14,196,0.0,370590.0,0,0.0,0.0,8,148,196,8,0
1730,2015Q3,0,9,26,23,14,196,0.0,370590.0,0,0.0,0.0,9,149,196,9,0
1731,2015Q3,1,0,13,13,14,196,0.0,114030.0,0,0.0,0.0,10,140,197,0,1
1732,2015Q3,1,2,10,10,14,196,0.0,114030.0,0,0.0,0.0,12,142,197,2,1
