,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery,HB_Cancertypes,Date_Cancertypes,Date_HB,Pandemic_cat_Cancertypes,Pandemic_cat_HB
0,2012Q1,0,0,176,176,0,0.0,373220.0,0,0.0,0.0,0,0,0,0,0
1,2012Q1,0,1,10,10,0,0.0,373220.0,0,0.0,0.0,1,1,0,1,0
2,2012Q1,0,2,112,110,0,0.0,373220.0,0,0.0,0.0,2,2,0,2,0
3,2012Q1,0,3,34,32,0,0.0,373220.0,0,0.0,0.0,3,3,0,3,0
4,2012Q1,0,4,148,148,0,0.0,373220.0,0,0.0,0.0,4,4,0,4,0
5,2012Q1,0,5,50,50,0,0.0,373220.0,0,0.0,0.0,5,5,0,5,0
6,2012Q1,0,6,34,34,0,0.0,373220.0,0,0.0,0.0,6,6,0,6,0
7,2012Q1,0,7,24,24,0,0.0,373220.0,0,0.0,0.0,7,7,0,7,0
8,2012Q1,0,8,84,84,0,0.0,373220.0,0,0.0,0.0,8,8,0,8,0
9,2012Q1,0,9,132,128,0,0.0,373220.0,0,0.0,0.0,9,9,0,9,0
10,2012Q1,1,0,34,34,0,0.0,113720.0,0,0.0,0.0,10,0,1,0,1
11,2012Q1,1,1,2,2,0,0.0,113720.0,0,0.0,0.0,11,1,1,1,1
12,2012Q1,1,2,40,40,0,0.0,113720.0,0,0.0,0.0,12,2,1,2,1
13,2012Q1,1,3,8,8,0,0.0,113720.0,0,0.0,0.0,13,3,1,3,1
14,2012Q1,1,4,50,50,0,0.0,113720.0,0,0.0,0.0,14,4,1,4,1
15,2012Q1,1,5,14,14,0,0.0,113720.0,0,0.0,0.0,15,5,1,5,1
16,2012Q1,1,6,8,8,0,0.0,113720.0,0,0.0,0.0,16,6,1,6,1
17,2012Q1,1,7,8,8,0,0.0,113720.0,0,0.0,0.0,17,7,1,7,1
18,2012Q1,1,8,24,24,0,0.0,113720.0,0,0.0,0.0,18,8,1,8,1
19,2012Q1,1,9,48,48,0,0.0,113720.0,0,0.0,0.0,19,9,1,9,1
20,2012Q1,2,0,46,46,0,0.0,150840.0,0,0.0,0.0,20,0,2,0,2
21,2012Q1,2,1,2,2,0,0.0,150840.0,0,0.0,0.0,21,1,2,1,2
22,2012Q1,2,2,68,64,0,0.0,150840.0,0,0.0,0.0,22,2,2,2,2
23,2012Q1,2,3,16,16,0,0.0,150840.0,0,0.0,0.0,23,3,2,3,2
24,2012Q1,2,4,44,44,0,0.0,150840.0,0,0.0,0.0,24,4,2,4,2
25,2012Q1,2,5,20,20,0,0.0,150840.0,0,0.0,0.0,25,5,2,5,2
26,2012Q1,2,6,10,10,0,0.0,150840.0,0,0.0,0.0,26,6,2,6,2
27,2012Q1,2,7,10,10,0,0.0,150840.0,0,0.0,0.0,27,7,2,7,2
28,2012Q1,2,8,46,46,0,0.0,150840.0,0,0.0,0.0,28,8,2,8,2
29,2012Q1,2,9,86,84,0,0.0,150840.0,0,0.0,0.0,29,9,2,9,2
30,2012Q1,3,0,86,82,0,0.0,299090.0,0,0.0,0.0,30,0,3,0,3
31,2012Q1,3,1,4,2,0,0.0,299090.0,0,0.0,0.0,31,1,3,1,3
32,2012Q1,3,2,92,90,0,0.0,299090.0,0,0.0,0.0,32,2,3,2,3
33,2012Q1,3,3,20,20,0,0.0,299090.0,0,0.0,0.0,33,3,3,3,3
34,2012Q1,3,4,112,110,0,0.0,299090.0,0,0.0,0.0,34,4,3,4,3
35,2012Q1,3,5,24,24,0,0.0,299090.0,0,0.0,0.0,35,5,3,5,3
36,2012Q1,3,6,18,18,0,0.0,299090.0,0,0.0,0.0,36,6,3,6,3
37,2012Q1,3,7,18,18,0,0.0,299090.0,0,0.0,0.0,37,7,3,7,3
38,2012Q1,3,8,56,56,0,0.0,299090.0,0,0.0,0.0,38,8,3,8,3
39,2012Q1,3,9,130,114,0,0.0,299090.0,0,0.0,0.0,39,9,3,9,3
40,2012Q1,4,0,244,236,0,0.0,573400.0,0,0.0,0.0,40,0,4,0,4
41,2012Q1,4,1,8,8,0,0.0,573400.0,0,0.0,0.0,41,1,4,1,4
42,2012Q1,4,2,148,146,0,0.0,573400.0,0,0.0,0.0,42,2,4,2,4
43,2012Q1,4,3,46,46,0,0.0,573400.0,0,0.0,0.0,43,3,4,3,4
44,2012Q1,4,4,136,136,0,0.0,573400.0,0,0.0,0.0,44,4,4,4,4
45,2012Q1,4,5,12,12,0,0.0,573400.0,0,0.0,0.0,45,5,4,5,4
46,2012Q1,4,6,52,52,0,0.0,573400.0,0,0.0,0.0,46,6,4,6,4
47,2012Q1,4,7,18,18,0,0.0,573400.0,0,0.0,0.0,47,7,4,7,4
48,2012Q1,4,8,110,108,0,0.0,573400.0,0,0.0,0.0,48,8,4,8,4
49,2012Q1,4,9,234,214,0,0.0,573400.0,0,0.0,0.0,49,9,4,9,4
50,2012Q1,5,0,118,118,0,0.0,319800.0,0,0.0,0.0,50,0,5,0,5
51,2012Q1,5,1,6,6,0,0.0,319800.0,0,0.0,0.0,51,1,5,1,5
52,2012Q1,5,2,76,72,0,0.0,319800.0,0,0.0,0.0,52,2,5,2,5
53,2012Q1,5,3,28,26,0,0.0,319800.0,0,0.0,0.0,53,3,5,3,5
54,2012Q1,5,4,96,96,0,0.0,319800.0,0,0.0,0.0,54,4,5,4,5
55,2012Q1,5,5,30,30,0,0.0,319800.0,0,0.0,0.0,55,5,5,5,5
56,2012Q1,5,6,30,30,0,0.0,319800.0,0,0.0,0.0,56,6,5,6,5
57,2012Q1,5,7,10,10,0,0.0,319800.0,0,0.0,0.0,57,7,5,7,5
58,2012Q1,5,8,74,74,0,0.0,319800.0,0,0.0,0.0,58,8,5,8,5
59,2012Q1,5,9,110,104,0,0.0,319800.0,0,0.0,0.0,59,9,5,9,5
60,2012Q1,6,0,436,436,0,0.0,843740.0,0,0.0,0.0,60,0,6,0,6
61,2012Q1,6,1,12,12,0,0.0,843740.0,0,0.0,0.0,61,1,6,1,6
62,2012Q1,6,2,278,268,0,0.0,843740.0,0,0.0,0.0,62,2,6,2,6
63,2012Q1,6,3,82,82,0,0.0,843740.0,0,0.0,0.0,63,3,6,3,6
64,2012Q1,6,4,350,350,0,0.0,843740.0,0,0.0,0.0,64,4,6,4,6
65,2012Q1,6,5,68,68,0,0.0,843740.0,0,0.0,0.0,65,5,6,5,6
66,2012Q1,6,6,100,100,0,0.0,843740.0,0,0.0,0.0,66,6,6,6,6
67,2012Q1,6,7,42,38,0,0.0,843740.0,0,0.0,0.0,67,7,6,7,6
68,2012Q1,6,8,102,102,0,0.0,843740.0,0,0.0,0.0,68,8,6,8,6
69,2012Q1,6,9,396,388,0,0.0,843740.0,0,0.0,0.0,69,9,6,9,6
70,2012Q1,7,0,2,2,0,0.0,21530.0,0,0.0,0.0,70,0,7,0,7
71,2012Q1,7,2,8,8,0,0.0,21530.0,0,0.0,0.0,71,2,7,2,7
72,2012Q1,7,3,2,2,0,0.0,21530.0,0,0.0,0.0,72,3,7,3,7
73,2012Q1,7,8,4,4,0,0.0,21530.0,0,0.0,0.0,73,8,7,8,7
74,2012Q1,7,9,4,4,0,0.0,21530.0,0,0.0,0.0,74,9,7,9,7
75,2012Q1,8,0,4,4,0,0.0,23210.0,0,0.0,0.0,75,0,8,0,8
76,2012Q1,8,2,14,14,0,0.0,23210.0,0,0.0,0.0,76,2,8,2,8
77,2012Q1,8,3,2,2,0,0.0,23210.0,0,0.0,0.0,77,3,8,3,8
78,2012Q1,8,4,10,10,0,0.0,23210.0,0,0.0,0.0,78,4,8,4,8
79,2012Q1,8,5,6,6,0,0.0,23210.0,0,0.0,0.0,79,5,8,5,8
80,2012Q1,8,6,2,2,0,0.0,23210.0,0,0.0,0.0,80,6,8,6,8
81,2012Q1,8,8,4,4,0,0.0,23210.0,0,0.0,0.0,81,8,8,8,8
82,2012Q1,8,9,18,18,0,0.0,23210.0,0,0.0,0.0,82,9,8,9,8
83,2012Q1,9,2,14,14,0,0.0,27560.0,0,0.0,0.0,83,2,9,2,9
84,2012Q1,9,3,8,8,0,0.0,27560.0,0,0.0,0.0,84,3,9,3,9
85,2012Q1,9,4,14,14,0,0.0,27560.0,0,0.0,0.0,85,4,9,4,9
86,2012Q1,9,6,2,2,0,0.0,27560.0,0,0.0,0.0,86,6,9,6,9
87,2012Q1,9,8,8,8,0,0.0,27560.0,0,0.0,0.0,87,8,9,8,9
88,2012Q1,9,9,6,6,0,0.0,27560.0,0,0.0,0.0,88,9,9,9,9
89,2012Q1,10,0,90,90,0,0.0,366210.0,0,0.0,0.0,89,0,10,0,10
90,2012Q1,10,1,6,6,0,0.0,366210.0,0,0.0,0.0,90,1,10,1,10
91,2012Q1,10,2,92,92,0,0.0,366210.0,0,0.0,0.0,91,2,10,2,10
92,2012Q1,10,3,48,46,0,0.0,366210.0,0,0.0,0.0,92,3,10,3,10
93,2012Q1,10,4,158,154,0,0.0,366210.0,0,0.0,0.0,93,4,10,4,10
94,2012Q1,10,5,26,26,0,0.0,366210.0,0,0.0,0.0,94,5,10,5,10
95,2012Q1,10,6,18,18,0,0.0,366210.0,0,0.0,0.0,95,6,10,6,10
96,2012Q1,10,7,12,10,0,0.0,366210.0,0,0.0,0.0,96,7,10,7,10
97,2012Q1,10,8,62,62,0,0.0,366210.0,0,0.0,0.0,97,8,10,8,10
98,2012Q1,10,9,208,198,0,0.0,366210.0,0,0.0,0.0,98,9,10,9,10
99,2012Q1,11,0,212,212,0,0.0,411740.0,0,0.0,0.0,99,0,11,0,11
100,2012Q1,11,1,8,8,0,0.0,411740.0,0,0.0,0.0,100,1,11,1,11
101,2012Q1,11,2,154,150,0,0.0,411740.0,0,0.0,0.0,101,2,11,2,11
102,2012Q1,11,3,42,42,0,0.0,411740.0,0,0.0,0.0,102,3,11,3,11
103,2012Q1,11,4,116,116,0,0.0,411740.0,0,0.0,0.0,103,4,11,4,11
104,2012Q1,11,5,52,52,0,0.0,411740.0,0,0.0,0.0,104,5,11,5,11
105,2012Q1,11,6,62,60,0,0.0,411740.0,0,0.0,0.0,105,6,11,6,11
106,2012Q1,11,7,24,24,0,0.0,411740.0,0,0.0,0.0,106,7,11,7,11
107,2012Q1,11,8,84,84,0,0.0,411740.0,0,0.0,0.0,107,8,11,8,11
108,2012Q1,11,9,190,178,0,0.0,411740.0,0,0.0,0.0,108,9,11,9,11
109,2012Q1,12,0,570,568,0,0.0,1137320.0,0,0.0,0.0,109,0,12,0,12
110,2012Q1,12,1,22,22,0,0.0,1137320.0,0,0.0,0.0,110,1,12,1,12
111,2012Q1,12,2,368,348,0,0.0,1137320.0,0,0.0,0.0,111,2,12,2,12
112,2012Q1,12,3,146,138,0,0.0,1137320.0,0,0.0,0.0,112,3,12,3,12
113,2012Q1,12,4,530,520,0,0.0,1137320.0,0,0.0,0.0,113,4,12,4,12
114,2012Q1,12,5,86,86,0,0.0,1137320.0,0,0.0,0.0,114,5,12,5,12
115,2012Q1,12,6,150,150,0,0.0,1137320.0,0,0.0,0.0,115,6,12,6,12
116,2012Q1,12,7,32,32,0,0.0,1137320.0,0,0.0,0.0,116,7,12,7,12
117,2012Q1,12,8,338,332,0,0.0,1137320.0,0,0.0,0.0,117,8,12,8,12
118,2012Q1,12,9,524,506,0,0.0,1137320.0,0,0.0,0.0,118,9,12,9,12
119,2012Q1,13,0,142,142,0,0.0,652220.0,0,0.0,0.0,119,0,13,0,13
120,2012Q1,13,1,22,22,0,0.0,652220.0,0,0.0,0.0,120,1,13,1,13
121,2012Q1,13,2,158,156,0,0.0,652220.0,0,0.0,0.0,121,2,13,2,13
122,2012Q1,13,3,38,38,0,0.0,652220.0,0,0.0,0.0,122,3,13,3,13
123,2012Q1,13,4,230,226,0,0.0,652220.0,0,0.0,0.0,123,4,13,4,13
124,2012Q1,13,5,54,52,0,0.0,652220.0,0,0.0,0.0,124,5,13,5,13
125,2012Q1,13,6,60,60,0,0.0,652220.0,0,0.0,0.0,125,6,13,6,13
126,2012Q1,13,7,22,22,0,0.0,652220.0,0,0.0,0.0,126,7,13,7,13
127,2012Q1,13,8,102,102,0,0.0,652220.0,0,0.0,0.0,127,8,13,8,13
128,2012Q1,13,9,176,170,0,0.0,652220.0,0,0.0,0.0,128,9,13,9,13
129,2012Q2,0,0,196,194,1,0.0,373220.0,0,0.0,0.0,0,10,14,0,0
130,2012Q2,0,1,14,14,1,0.0,373220.0,0,0.0,0.0,1,11,14,1,0
131,2012Q2,0,2,110,104,1,0.0,373220.0,0,0.0,0.0,2,12,14,2,0
132,2012Q2,0,3,52,50,1,0.0,373220.0,0,0.0,0.0,3,13,14,3,0
133,2012Q2,0,4,138,138,1,0.0,373220.0,0,0.0,0.0,4,14,14,4,0
134,2012Q2,0,5,42,42,1,0.0,373220.0,0,0.0,0.0,5,15,14,5,0
135,2012Q2,0,6,24,24,1,0.0,373220.0,0,0.0,0.0,6,16,14,6,0
136,2012Q2,0,7,24,24,1,0.0,373220.0,0,0.0,0.0,7,17,14,7,0
137,2012Q2,0,8,98,98,1,0.0,373220.0,0,0.0,0.0,8,18,14,8,0
138,2012Q2,0,9,126,126,1,0.0,373220.0,0,0.0,0.0,9,19,14,9,0
139,2012Q2,1,0,24,24,1,0.0,113720.0,0,0.0,0.0,10,10,15,0,1
140,2012Q2,1,1,2,2,1,0.0,113720.0,0,0.0,0.0,11,11,15,1,1
141,2012Q2,1,2,44,44,1,0.0,113720.0,0,0.0,0.0,12,12,15,2,1
142,2012Q2,1,3,8,6,1,0.0,113720.0,0,0.0,0.0,13,13,15,3,1
143,2012Q2,1,4,30,30,1,0.0,113720.0,0,0.0,0.0,14,14,15,4,1
144,2012Q2,1,5,12,12,1,0.0,113720.0,0,0.0,0.0,15,15,15,5,1
145,2012Q2,1,6,28,28,1,0.0,113720.0,0,0.0,0.0,16,16,15,6,1
146,2012Q2,1,7,12,12,1,0.0,113720.0,0,0.0,0.0,17,17,15,7,1
147,2012Q2,1,8,42,42,1,0.0,113720.0,0,0.0,0.0,18,18,15,8,1
148,2012Q2,1,9,68,66,1,0.0,113720.0,0,0.0,0.0,19,19,15,9,1
149,2012Q2,2,0,40,40,1,0.0,150840.0,0,0.0,0.0,20,10,16,0,2
150,2012Q2,2,1,2,0,1,0.0,150840.0,0,0.0,0.0,21,11,16,1,2
151,2012Q2,2,2,72,70,1,0.0,150840.0,0,0.0,0.0,22,12,16,2,2
152,2012Q2,2,3,16,16,1,0.0,150840.0,0,0.0,0.0,23,13,16,3,2
153,2012Q2,2,4,86,86,1,0.0,150840.0,0,0.0,0.0,24,14,16,4,2
154,2012Q2,2,5,20,20,1,0.0,150840.0,0,0.0,0.0,25,15,16,5,2
155,2012Q2,2,6,8,8,1,0.0,150840.0,0,0.0,0.0,26,16,16,6,2
156,2012Q2,2,7,4,4,1,0.0,150840.0,0,0.0,0.0,27,17,16,7,2
157,2012Q2,2,8,32,32,1,0.0,150840.0,0,0.0,0.0,28,18,16,8,2
158,2012Q2,2,9,76,74,1,0.0,150840.0,0,0.0,0.0,29,19,16,9,2
159,2012Q2,3,0,114,114,1,0.0,299090.0,0,0.0,0.0,30,10,17,0,3
160,2012Q2,3,1,4,4,1,0.0,299090.0,0,0.0,0.0,31,11,17,1,3
161,2012Q2,3,2,110,106,1,0.0,299090.0,0,0.0,0.0,32,12,17,2,3
162,2012Q2,3,3,32,32,1,0.0,299090.0,0,0.0,0.0,33,13,17,3,3
163,2012Q2,3,4,100,100,1,0.0,299090.0,0,0.0,0.0,34,14,17,4,3
164,2012Q2,3,5,24,24,1,0.0,299090.0,0,0.0,0.0,35,15,17,5,3
165,2012Q2,3,6,14,14,1,0.0,299090.0,0,0.0,0.0,36,16,17,6,3
166,2012Q2,3,7,8,8,1,0.0,299090.0,0,0.0,0.0,37,17,17,7,3
167,2012Q2,3,8,58,58,1,0.0,299090.0,0,0.0,0.0,38,18,17,8,3
168,2012Q2,3,9,120,94,1,0.0,299090.0,0,0.0,0.0,39,19,17,9,3
169,2012Q2,4,0,200,200,1,0.0,573400.0,0,0.0,0.0,40,10,18,0,4
170,2012Q2,4,1,14,14,1,0.0,573400.0,0,0.0,0.0,41,11,18,1,4
171,2012Q2,4,2,192,192,1,0.0,573400.0,0,0.0,0.0,42,12,18,2,4
172,2012Q2,4,3,44,42,1,0.0,573400.0,0,0.0,0.0,43,13,18,3,4
173,2012Q2,4,4,136,136,1,0.0,573400.0,0,0.0,0.0,44,14,18,4,4
174,2012Q2,4,5,76,74,1,0.0,573400.0,0,0.0,0.0,45,15,18,5,4
175,2012Q2,4,6,48,48,1,0.0,573400.0,0,0.0,0.0,46,16,18,6,4
176,2012Q2,4,7,18,18,1,0.0,573400.0,0,0.0,0.0,47,17,18,7,4
177,2012Q2,4,8,106,106,1,0.0,573400.0,0,0.0,0.0,48,18,18,8,4
178,2012Q2,4,9,254,246,1,0.0,573400.0,0,0.0,0.0,49,19,18,9,4
179,2012Q2,5,0,120,120,1,0.0,319800.0,0,0.0,0.0,50,10,19,0,5
180,2012Q2,5,1,8,8,1,0.0,319800.0,0,0.0,0.0,51,11,19,1,5
181,2012Q2,5,2,92,92,1,0.0,319800.0,0,0.0,0.0,52,12,19,2,5
182,2012Q2,5,3,26,24,1,0.0,319800.0,0,0.0,0.0,53,13,19,3,5
183,2012Q2,5,4,118,118,1,0.0,319800.0,0,0.0,0.0,54,14,19,4,5
184,2012Q2,5,5,34,34,1,0.0,319800.0,0,0.0,0.0,55,15,19,5,5
185,2012Q2,5,6,20,20,1,0.0,319800.0,0,0.0,0.0,56,16,19,6,5
186,2012Q2,5,7,14,12,1,0.0,319800.0,0,0.0,0.0,57,17,19,7,5
187,2012Q2,5,8,62,62,1,0.0,319800.0,0,0.0,0.0,58,18,19,8,5
188,2012Q2,5,9,120,106,1,0.0,319800.0,0,0.0,0.0,59,19,19,9,5
189,2012Q2,6,0,414,414,1,0.0,843740.0,0,0.0,0.0,60,10,20,0,6
190,2012Q2,6,1,10,6,1,0.0,843740.0,0,0.0,0.0,61,11,20,1,6
191,2012Q2,6,2,238,216,1,0.0,843740.0,0,0.0,0.0,62,12,20,2,6
192,2012Q2,6,3,110,108,1,0.0,843740.0,0,0.0,0.0,63,13,20,3,6
193,2012Q2,6,4,324,324,1,0.0,843740.0,0,0.0,0.0,64,14,20,4,6
194,2012Q2,6,5,74,74,1,0.0,843740.0,0,0.0,0.0,65,15,20,5,6
195,2012Q2,6,6,98,98,1,0.0,843740.0,0,0.0,0.0,66,16,20,6,6
196,2012Q2,6,7,54,48,1,0.0,843740.0,0,0.0,0.0,67,17,20,7,6
197,2012Q2,6,8,160,160,1,0.0,843740.0,0,0.0,0.0,68,18,20,8,6
198,2012Q2,6,9,290,268,1,0.0,843740.0,0,0.0,0.0,69,19,20,9,6
199,2012Q2,7,0,4,4,1,0.0,21530.0,0,0.0,0.0,70,10,21,0,7
200,2012Q2,7,2,2,2,1,0.0,21530.0,0,0.0,0.0,71,12,21,2,7
201,2012Q2,7,5,4,4,1,0.0,21530.0,0,0.0,0.0,129,15,21,5,7
202,2012Q2,7,8,4,4,1,0.0,21530.0,0,0.0,0.0,73,18,21,8,7
203,2012Q2,7,9,4,4,1,0.0,21530.0,0,0.0,0.0,74,19,21,9,7
204,2012Q2,8,0,2,2,1,0.0,23210.0,0,0.0,0.0,75,10,22,0,8
205,2012Q2,8,2,4,4,1,0.0,23210.0,0,0.0,0.0,76,12,22,2,8
206,2012Q2,8,3,2,2,1,0.0,23210.0,0,0.0,0.0,77,13,22,3,8
207,2012Q2,8,5,2,2,1,0.0,23210.0,0,0.0,0.0,79,15,22,5,8
208,2012Q2,8,6,2,2,1,0.0,23210.0,0,0.0,0.0,80,16,22,6,8
209,2012Q2,8,7,2,2,1,0.0,23210.0,0,0.0,0.0,130,17,22,7,8
210,2012Q2,8,8,4,4,1,0.0,23210.0,0,0.0,0.0,81,18,22,8,8
211,2012Q2,8,9,18,18,1,0.0,23210.0,0,0.0,0.0,82,19,22,9,8
212,2012Q2,9,2,16,16,1,0.0,27560.0,0,0.0,0.0,83,12,23,2,9
213,2012Q2,9,3,2,2,1,0.0,27560.0,0,0.0,0.0,84,13,23,3,9
214,2012Q2,9,4,6,6,1,0.0,27560.0,0,0.0,0.0,85,14,23,4,9
215,2012Q2,9,7,4,4,1,0.0,27560.0,0,0.0,0.0,131,17,23,7,9
216,2012Q2,9,8,6,6,1,0.0,27560.0,0,0.0,0.0,87,18,23,8,9
217,2012Q2,9,9,8,8,1,0.0,27560.0,0,0.0,0.0,88,19,23,9,9
218,2012Q2,10,0,72,72,1,0.0,366210.0,0,0.0,0.0,89,10,24,0,10
219,2012Q2,10,1,6,6,1,0.0,366210.0,0,0.0,0.0,90,11,24,1,10
220,2012Q2,10,2,102,102,1,0.0,366210.0,0,0.0,0.0,91,12,24,2,10
221,2012Q2,10,3,58,58,1,0.0,366210.0,0,0.0,0.0,92,13,24,3,10
222,2012Q2,10,4,122,122,1,0.0,366210.0,0,0.0,0.0,93,14,24,4,10
223,2012Q2,10,5,32,32,1,0.0,366210.0,0,0.0,0.0,94,15,24,5,10
224,2012Q2,10,6,32,32,1,0.0,366210.0,0,0.0,0.0,95,16,24,6,10
225,2012Q2,10,7,12,10,1,0.0,366210.0,0,0.0,0.0,96,17,24,7,10
226,2012Q2,10,8,82,82,1,0.0,366210.0,0,0.0,0.0,97,18,24,8,10
227,2012Q2,10,9,160,148,1,0.0,366210.0,0,0.0,0.0,98,19,24,9,10
228,2012Q2,11,0,212,212,1,0.0,411740.0,0,0.0,0.0,99,10,25,0,11
229,2012Q2,11,1,10,10,1,0.0,411740.0,0,0.0,0.0,100,11,25,1,11
230,2012Q2,11,2,136,136,1,0.0,411740.0,0,0.0,0.0,101,12,25,2,11
231,2012Q2,11,3,52,52,1,0.0,411740.0,0,0.0,0.0,102,13,25,3,11
232,2012Q2,11,4,156,156,1,0.0,411740.0,0,0.0,0.0,103,14,25,4,11
233,2012Q2,11,5,34,34,1,0.0,411740.0,0,0.0,0.0,104,15,25,5,11
234,2012Q2,11,6,78,72,1,0.0,411740.0,0,0.0,0.0,105,16,25,6,11
235,2012Q2,11,7,22,22,1,0.0,411740.0,0,0.0,0.0,106,17,25,7,11
236,2012Q2,11,8,110,108,1,0.0,411740.0,0,0.0,0.0,107,18,25,8,11
237,2012Q2,11,9,186,178,1,0.0,411740.0,0,0.0,0.0,108,19,25,9,11
238,2012Q2,12,0,650,648,1,0.0,1137320.0,0,0.0,0.0,109,10,26,0,12
239,2012Q2,12,1,8,8,1,0.0,1137320.0,0,0.0,0.0,110,11,26,1,12
240,2012Q2,12,2,440,428,1,0.0,1137320.0,0,0.0,0.0,111,12,26,2,12
241,2012Q2,12,3,168,164,1,0.0,1137320.0,0,0.0,0.0,112,13,26,3,12
242,2012Q2,12,4,628,624,1,0.0,1137320.0,0,0.0,0.0,113,14,26,4,12
243,2012Q2,12,5,110,110,1,0.0,1137320.0,0,0.0,0.0,114,15,26,5,12
244,2012Q2,12,6,172,172,1,0.0,1137320.0,0,0.0,0.0,115,16,26,6,12
245,2012Q2,12,7,20,20,1,0.0,1137320.0,0,0.0,0.0,116,17,26,7,12
246,2012Q2,12,8,254,252,1,0.0,1137320.0,0,0.0,0.0,117,18,26,8,12
247,2012Q2,12,9,524,506,1,0.0,1137320.0,0,0.0,0.0,118,19,26,9,12
248,2012Q2,13,0,170,170,1,0.0,652220.0,0,0.0,0.0,119,10,27,0,13
249,2012Q2,13,1,14,14,1,0.0,652220.0,0,0.0,0.0,120,11,27,1,13
250,2012Q2,13,2,164,162,1,0.0,652220.0,0,0.0,0.0,121,12,27,2,13
251,2012Q2,13,3,60,60,1,0.0,652220.0,0,0.0,0.0,122,13,27,3,13
252,2012Q2,13,4,226,224,1,0.0,652220.0,0,0.0,0.0,123,14,27,4,13
253,2012Q2,13,5,54,54,1,0.0,652220.0,0,0.0,0.0,124,15,27,5,13
254,2012Q2,13,6,54,52,1,0.0,652220.0,0,0.0,0.0,125,16,27,6,13
255,2012Q2,13,7,10,10,1,0.0,652220.0,0,0.0,0.0,126,17,27,7,13
256,2012Q2,13,8,98,98,1,0.0,652220.0,0,0.0,0.0,127,18,27,8,13
257,2012Q2,13,9,170,166,1,0.0,652220.0,0,0.0,0.0,128,19,27,9,13
258,2012Q3,0,0,210,210,2,0.0,373220.0,0,0.0,0.0,0,20,28,0,0
259,2012Q3,0,1,12,12,2,0.0,373220.0,0,0.0,0.0,1,21,28,1,0
260,2012Q3,0,2,120,118,2,0.0,373220.0,0,0.0,0.0,2,22,28,2,0
261,2012Q3,0,3,58,58,2,0.0,373220.0,0,0.0,0.0,3,23,28,3,0
262,2012Q3,0,4,156,156,2,0.0,373220.0,0,0.0,0.0,4,24,28,4,0
263,2012Q3,0,5,24,24,2,0.0,373220.0,0,0.0,0.0,5,25,28,5,0
264,2012Q3,0,6,58,58,2,0.0,373220.0,0,0.0,0.0,6,26,28,6,0
265,2012Q3,0,7,40,40,2,0.0,373220.0,0,0.0,0.0,7,27,28,7,0
266,2012Q3,0,8,78,78,2,0.0,373220.0,0,0.0,0.0,8,28,28,8,0
267,2012Q3,0,9,156,148,2,0.0,373220.0,0,0.0,0.0,9,29,28,9,0
268,2012Q3,1,0,34,34,2,0.0,113720.0,0,0.0,0.0,10,20,29,0,1
269,2012Q3,1,1,4,4,2,0.0,113720.0,0,0.0,0.0,11,21,29,1,1
270,2012Q3,1,2,38,38,2,0.0,113720.0,0,0.0,0.0,12,22,29,2,1
271,2012Q3,1,3,14,14,2,0.0,113720.0,0,0.0,0.0,13,23,29,3,1
272,2012Q3,1,4,36,36,2,0.0,113720.0,0,0.0,0.0,14,24,29,4,1
273,2012Q3,1,5,22,22,2,0.0,113720.0,0,0.0,0.0,15,25,29,5,1
274,2012Q3,1,6,6,6,2,0.0,113720.0,0,0.0,0.0,16,26,29,6,1
275,2012Q3,1,7,12,12,2,0.0,113720.0,0,0.0,0.0,17,27,29,7,1
276,2012Q3,1,8,26,26,2,0.0,113720.0,0,0.0,0.0,18,28,29,8,1
277,2012Q3,1,9,72,72,2,0.0,113720.0,0,0.0,0.0,19,29,29,9,1
278,2012Q3,2,0,62,62,2,0.0,150840.0,0,0.0,0.0,20,20,30,0,2
279,2012Q3,2,1,8,8,2,0.0,150840.0,0,0.0,0.0,21,21,30,1,2
280,2012Q3,2,2,72,72,2,0.0,150840.0,0,0.0,0.0,22,22,30,2,2
281,2012Q3,2,3,12,12,2,0.0,150840.0,0,0.0,0.0,23,23,30,3,2
282,2012Q3,2,4,38,38,2,0.0,150840.0,0,0.0,0.0,24,24,30,4,2
283,2012Q3,2,5,18,18,2,0.0,150840.0,0,0.0,0.0,25,25,30,5,2
284,2012Q3,2,6,28,26,2,0.0,150840.0,0,0.0,0.0,26,26,30,6,2
285,2012Q3,2,7,10,10,2,0.0,150840.0,0,0.0,0.0,27,27,30,7,2
286,2012Q3,2,8,40,40,2,0.0,150840.0,0,0.0,0.0,28,28,30,8,2
287,2012Q3,2,9,98,96,2,0.0,150840.0,0,0.0,0.0,29,29,30,9,2
288,2012Q3,3,0,94,94,2,0.0,299090.0,0,0.0,0.0,30,20,31,0,3
289,2012Q3,3,1,6,6,2,0.0,299090.0,0,0.0,0.0,31,21,31,1,3
290,2012Q3,3,2,80,72,2,0.0,299090.0,0,0.0,0.0,32,22,31,2,3
291,2012Q3,3,3,34,34,2,0.0,299090.0,0,0.0,0.0,33,23,31,3,3
292,2012Q3,3,4,126,126,2,0.0,299090.0,0,0.0,0.0,34,24,31,4,3
293,2012Q3,3,5,22,22,2,0.0,299090.0,0,0.0,0.0,35,25,31,5,3
