"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-7.82854169958643,0.0128694835068089,-608.302710473543,0,-7.8538338889529,-7.80338610929763,536.84580339971,540.172926691969
"Date",0.000446489574323664,0.000577108417646959,0.773666716115723,0.439127907622853,-0.000684561716868735,0.00157768010778657,536.84580339971,540.172926691969
