"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-9.78999253206819,0.00562954738363186,-1739.03723779517,0,-9.80103925242036,-9.77897180154598,836.793192179048,840.120315471308
"Date",0.00606155281598581,0.000246892770440846,24.5513580861944,4.18294155648187e-133,0.00557769140367349,0.00654549566340137,836.793192179048,840.120315471308
