"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-7.81635836743354,0.0201582579682968,-387.749694429272,0,-7.85604318550214,-7.77702294075009,471.358072206437,479.675880437085
"Date",-0.00318018673370507,0.00288928205091904,-1.10068407225716,0.27103418076642,-0.00883343093030882,0.00249252173996903,471.358072206437,479.675880437085
"DateSquared",0.00015553948604371,8.66509006818619e-05,1.79501291757799,0.0726516418562874,-1.45352301288453e-05,0.000325134909073658,471.358072206437,479.675880437085
"Pandemic_cat",-0.363350775336368,0.0442715792729627,-8.2073145187814,2.26190496580561e-16,-0.450524675330027,-0.276974086936447,471.358072206437,479.675880437085
"JustPandemic",0.0654697124013919,0.0104058021676042,6.29165453531445,3.14099903411528e-10,0.0450908333000924,0.085882723896189,471.358072206437,479.675880437085
