"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-8.86448064669768,0.0213106023777424,-415.965747451423,0,-8.90643608778793,-8.82289857259671,380.494498894979,383.821622187238
"Date",0.00338067938918406,0.000942260270742455,3.58784031775026,0.000333428380776791,0.00153428204530759,0.00522795444484655,380.494498894979,383.821622187238
