"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-9.03773325813793,0.018424229740874,-490.535202027351,0,-9.07398492668708,-9.00176228827176,389.624935385663,392.952058677922
"Date",-0.00111769404052821,0.000835620106416052,-1.33756240658445,0.181039126095821,-0.00275552095361966,0.000520105596574114,389.624935385663,392.952058677922
