"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-7.73656752219865,0.00695360690666281,-1112.59776775498,0,-7.75021166774633,-7.72295396378677,54381.3538078919,54602.93157572
"HBS08000016",-0.0363543466519601,0.0115735003592972,-3.14117125531135,0.00168273604444304,-0.0590848164636841,-0.0137169090872983,54381.3538078919,54602.93157572
"HBS08000017",0.118054446855718,0.00992278405583258,11.8973108949525,1.22222351711697e-32,0.0985822071979676,0.137479159056904,54381.3538078919,54602.93157572
"HBS08000019",-0.0681353191487016,0.00841356626243828,-8.09826856096522,5.57468963696922e-16,-0.0846317261049293,-0.0516509487284786,54381.3538078919,54602.93157572
"HBS08000020",-0.0784201481933057,0.00719420844917502,-10.900455379813,1.14681884472933e-27,-0.0925144168960599,-0.0643135087849132,54381.3538078919,54602.93157572
"HBS08000022",-0.115276850265961,0.00839421539723035,-13.73289161772,6.45066886342422e-43,-0.131735119461778,-0.0988302006132351,54381.3538078919,54602.93157572
"HBS08000024",-0.135507946727251,0.00674331077029263,-20.0951656157129,8.1342696310231e-90,-0.148714432283822,-0.122281029088614,54381.3538078919,54602.93157572
"HBS08000025",-0.44678422024264,0.0367892114259158,-12.1444359073135,6.14046184095022e-34,-0.519737489887156,-0.37548787422378,54381.3538078919,54602.93157572
"HBS08000026",-0.0486053893939848,0.0249047960460177,-1.95164775909726,0.0509800388781832,-0.0977853845458517,-0.000142248172483659,54381.3538078919,54602.93157572
"HBS08000028",0.115051634480405,0.0230010155879832,5.00202410803606,5.67314939068388e-07,0.0696670460099324,0.159837277656329,54381.3538078919,54602.93157572
"HBS08000029",-0.14044628540051,0.0081260165458861,-17.2835342639824,6.25923036863367e-67,-0.156376046892925,-0.124522461099225,54381.3538078919,54602.93157572
"HBS08000030",0.0938595203630574,0.00746838076675878,12.5675863743878,3.18293343962028e-36,0.0792253000750339,0.108500957301983,54381.3538078919,54602.93157572
"HBS08000031",0.154703698852814,0.00625150496588293,24.7466329623181,3.37015575097155e-135,0.142465240681582,0.166970784170898,54381.3538078919,54602.93157572
"HBS08000032",-0.335749926409392,0.00740987485343397,-45.3111466860733,0,-0.350268918638192,-0.321222602767414,54381.3538078919,54602.93157572
"CancerTypeCervical",-2.86695083647704,0.0154047999902639,-186.10763127655,0,-2.89727856227083,-2.83689054482904,54381.3538078919,54602.93157572
"CancerTypeColorectal",-0.393730759536728,0.00556779246827469,-70.7157750185927,0,-0.404647208084964,-0.382821787749536,54381.3538078919,54602.93157572
"CancerTypeHead & Neck",-1.44039097207306,0.00808576005137286,-178.139217948781,0,-1.45626427522313,-1.42456847645905,54381.3538078919,54602.93157572
"CancerTypeLung",-0.132047374470684,0.00517288127755373,-25.5268519391054,9.92560091141498e-144,-0.142187132037042,-0.1219097496622,54381.3538078919,54602.93157572
"CancerTypeLymphoma",-1.5171878123867,0.00838482865345059,-180.944402693588,0,-1.53365041623971,-1.50078226149078,54381.3538078919,54602.93157572
"CancerTypeMelanoma",-1.35877292473446,0.00782630074192607,-173.616242148147,0,-1.37413509461691,-1.3434563713335,54381.3538078919,54602.93157572
"CancerTypeOvarian",-2.32417565285546,0.0118966244302243,-195.364295686322,0,-2.34756648375207,-2.30093173545307,54381.3538078919,54602.93157572
"CancerTypeUpper GI",-0.690115421011929,0.00611030332048483,-112.942907220058,0,-0.70209916504673,-0.678147120893291,54381.3538078919,54602.93157572
"CancerTypeUrological",0.0480851635773509,0.00494083506919847,9.73219362797948,2.19800955402785e-22,0.0384016873367575,0.0577694600059373,54381.3538078919,54602.93157572
"Date",0.00228504846438953,0.000161989752788707,14.1061297091431,3.48168643378534e-45,0.0019675742693089,0.0026025635280154,54381.3538078919,54602.93157572
"JustPandemic",-0.0134130605632674,0.00243606612712292,-5.50603303166843,3.67009696191195e-08,-0.0182001380361529,-0.00865083250449305,54381.3538078919,54602.93157572
"CancerTypeCervical:JustPandemic",0.00183094040915574,0.0101053720013246,0.181184859787026,0.856222478062754,-0.0182039420243063,0.0214171328868955,54381.3538078919,54602.93157572
"CancerTypeColorectal:JustPandemic",-0.00081035548593343,0.00365768718839599,-0.221548602763047,0.824665297136889,-0.00798576142370451,0.00635237276863515,54381.3538078919,54602.93157572
"CancerTypeHead & Neck:JustPandemic",0.000186196193790955,0.00530076640018294,0.0351262779254956,0.971979047583815,-0.0102460059959275,0.0105335249676798,54381.3538078919,54602.93157572
"CancerTypeLung:JustPandemic",0.00965406713698236,0.00335862357123357,2.87441177381977,0.00404780843150373,0.00307004890337887,0.0162358112216349,54381.3538078919,54602.93157572
"CancerTypeLymphoma:JustPandemic",-0.0228928729978408,0.00570263555351493,-4.01443732165741,5.958777523602e-05,-0.0341243788301921,-0.0117691646218524,54381.3538078919,54602.93157572
"CancerTypeMelanoma:JustPandemic",-0.00499004859437092,0.00518313323829411,-0.962747505216221,0.335674250412734,-0.0151887820787035,0.00512957145679961,54381.3538078919,54602.93157572
"CancerTypeOvarian:JustPandemic",-0.0295571606141179,0.00826764834824001,-3.57503843525347,0.000350176448829477,-0.0459068147493752,-0.0134942796115735,54381.3538078919,54602.93157572
"CancerTypeUpper GI:JustPandemic",0.0272634106732168,0.00385962280257112,7.06375002631216,1.62068184334636e-12,0.0196887600092035,0.0348185141502535,54381.3538078919,54602.93157572
"CancerTypeUrological:JustPandemic",0.00680674520770547,0.00321900934126238,2.11454658439609,0.0344686103814202,0.000498609805383687,0.0131170748139463,54381.3538078919,54602.93157572
