"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-7.93926856242356,0.0135568170304387,-585.629247971538,0,-7.96591536054068,-7.91277322811178,534.095211166675,537.422334458935
"Date",0.00116832299480463,0.000605808931437685,1.92853379040155,0.053788765454941,-1.89488329057547e-05,0.0023557998184303,534.095211166675,537.422334458935
