"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"HBS08000019:JustPandemic",0.0344230810384113,0.00990523012842019,3.47524293652141,0.000510390905181458,0.0149938533088208,0.0538263936577768,33560.6471617745,33865.2710224797
"HBS08000020:JustPandemic",-0.00848091475755349,0.00914497909418095,-0.927384816325058,0.35372677123401,-0.026386262860551,0.00946521334888551,33560.6471617745,33865.2710224797
"HBS08000022:JustPandemic",0.0613782796444513,0.00985486159209835,6.22822340738551,4.71754042330046e-10,0.0420515366950839,0.0806865118555638,33560.6471617745,33865.2710224797
"HBS08000024:JustPandemic",0.0253695612473643,0.00821077477897406,3.08978895783746,0.00200298763356517,0.00933596826373638,0.0415245236366763,33560.6471617745,33865.2710224797
"HBS08000025:JustPandemic",0.0734640250711593,0.0367944067007637,1.99660849728104,0.0458677290627776,-0.00159516521270659,0.142973201172017,33560.6471617745,33865.2710224797
"HBS08000026:JustPandemic",0.000309623855773188,0.0305740176246285,0.0101270254885892,0.991919940826661,-0.0617696338585126,0.0582812874227562,33560.6471617745,33865.2710224797
"HBS08000028:JustPandemic",0.0776997527827009,0.0236684302930768,3.28284351013462,0.00102765695965112,0.0301814858583236,0.123054792096934,33560.6471617745,33865.2710224797
"HBS08000029:JustPandemic",0.00931877908528534,0.0102597642494278,0.908283938961375,0.363728225896199,-0.0108240648253387,0.0293988270821571,33560.6471617745,33865.2710224797
"HBS08000030:JustPandemic",-0.0134016784553118,0.0102321743246094,-1.30975861338479,0.190277508030265,-0.0334907056096862,0.00662405888434939,33560.6471617745,33865.2710224797
"HBS08000031:JustPandemic",0.0275028918000587,0.0076728687847159,3.58443400659262,0.000337809962228065,0.0125443162267459,0.0426240103989107,33560.6471617745,33865.2710224797
"HBS08000032:JustPandemic",0.0340723391968974,0.00911119124224982,3.73961409556408,0.000184302980145922,0.016236083547469,0.0519550166800279,33560.6471617745,33865.2710224797
"CancerTypeCervical:JustPandemic",0.0242193784815837,0.01671767185987,1.44872914629466,0.147413237553946,-0.00918349092435764,0.056383622642754,33560.6471617745,33865.2710224797
"CancerTypeColorectal:JustPandemic",0.0204369832737349,0.00599648002395736,3.40816332116246,0.000654017373888954,0.00866480734538138,0.0321716529994414,33560.6471617745,33865.2710224797
"CancerTypeHead & Neck:JustPandemic",0.0523014030662665,0.00951460439881803,5.49696034369688,3.86393548195798e-08,0.0335050574964736,0.0708069423206987,33560.6471617745,33865.2710224797
"CancerTypeLung:JustPandemic",-0.0216799957645372,0.00606644405181135,-3.57375681360876,0.000351895773756581,-0.033592349025742,-0.00981119043037186,33560.6471617745,33865.2710224797
"CancerTypeLymphoma:JustPandemic",-0.0213878241729838,0.0121750879088108,-1.75668745336172,0.0789710972675933,-0.0455519453005575,0.00218551736779622,33560.6471617745,33865.2710224797
"CancerTypeMelanoma:JustPandemic",0.0299130680156651,0.00946376729905481,3.16079919026038,0.00157336927262364,0.0112164310047217,0.0483189195288425,33560.6471617745,33865.2710224797
"CancerTypeOvarian:JustPandemic",-0.0384490097302771,0.014824108748216,-2.59368103562409,0.00949545337498945,-0.0679888650699158,-0.00985722626983457,33560.6471617745,33865.2710224797
"CancerTypeUpper GI:JustPandemic",0.0381732949761379,0.00656026465538377,5.81886508874462,5.92485299108901e-09,0.0252798120715179,0.0509970268038091,33560.6471617745,33865.2710224797
"CancerTypeUrological:JustPandemic",0.042901963236908,0.00571840719521465,7.5024323683717,6.26443382087367e-14,0.0316832199304613,0.0540998712190063,33560.6471617745,33865.2710224797
