"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-9.4950182679167,0.0212494835987066,-446.835247727839,0,-9.53684980062,-9.45355197048168,424.410145303647,427.737268595906
"Date",0.0169089661085352,0.000886832887387832,19.0666881540001,4.77611658956798e-81,0.015172120067161,0.0186485071836103,424.410145303647,427.737268595906
