"","Estimate","Std. Error","z value","Pr(>|z|)","2.5%","97.5%","AIC","BIC"
"(Intercept)",-9.63614830939591,0.0302869502243875,-318.161724373184,0,-9.69588167742606,-9.57715503929001,316.648266175727,319.975389467987
"Date",0.0190959013509912,0.00125282152974091,15.2423157629965,1.85188527570572e-52,0.0166433188687914,0.0215544750905437,316.648266175727,319.975389467987
